alpha,beta,relative_drift_%,std_dev_%,wall_time_s,status
0.4,0.3,3.9405643851,0.2526407369,2.6,ok
0.4,0.35,3.9399139353,0.2469447419,2.6,ok
0.4,0.4,3.9392659049,0.2416097413,2.5,ok
0.4,0.45,3.9388453065,0.2367276264,2.6,ok
0.4,0.5,3.9386767335,0.2315234388,2.6,ok
0.5,0.0,3.9523236519,0.3289189178,2.6,ok
0.5,0.05,3.9485391442,0.2939608887,2.6,ok
0.5,0.1,3.9458308262,0.2749341704,2.5,ok
0.5,0.15,3.9443318381,0.2620284764,2.6,ok
0.5,0.2,3.9432167760,0.2557272182,2.6,ok
0.5,0.25,3.9423206816,0.2503538510,2.6,ok
0.5,0.3,3.9417060826,0.2438618915,2.5,ok
0.5,0.35,3.9411335166,0.2395101947,2.6,ok
0.5,0.4,3.9405433740,0.2344344113,2.6,ok
0.5,0.45,3.9399064982,0.2296713752,2.6,ok
0.5,0.5,3.9394113229,0.2250485192,2.5,ok
0.6,0.0,3.9538301314,0.2982951501,2.6,ok
0.6,0.05,3.9497440175,0.2759301419,2.6,ok
0.6,0.1,3.9470919488,0.2593362571,2.6,ok
0.6,0.15,3.9455277558,0.2532249499,2.6,ok
0.6,0.2,3.9444447422,0.2474094430,2.6,ok
0.6,0.25,3.9434784341,0.2418448431,2.6,ok
0.6,0.3,3.9427946638,0.2363981079,2.5,ok
0.6,0.35,3.9422974536,0.2322284075,2.6,ok
0.6,0.4,3.9417921897,0.2275953834,2.6,ok
0.6,0.45,3.9412487416,0.2239021259,2.5,ok
0.6,0.5,3.9406114736,0.2224506958,2.5,ok
0.7,0.0,3.9550861511,0.2783800847,2.6,ok
0.7,0.05,3.9503042094,0.2598918678,2.6,ok
0.7,0.1,3.9482735378,0.2508883061,2.6,ok
0.7,0.15,3.9466067306,0.2454230402,2.6,ok
0.7,0.2,3.9455431827,0.2408711890,2.6,ok
0.7,0.25,3.9445523699,0.2353659238,2.5,ok
0.7,0.3,3.9435338740,0.2305729740,2.5,ok
0.7,0.35,3.9428313120,0.2264382590,2.6,ok
0.7,0.4,3.9421680649,0.2222732766,2.5,ok
0.7,0.45,3.9414958424,0.2208916637,2.6,ok
0.7,0.5,3.9407971507,0.2200047332,2.5,ok
0.8,0.0,3.9561590820,0.2620373854,2.6,ok
0.8,0.05,3.9509177426,0.2485677556,2.6,ok
0.8,0.1,3.9490729714,0.2428460459,2.6,ok
0.8,0.15,3.9475376884,0.2389513212,2.6,ok
0.8,0.2,3.9463104513,0.2344152366,2.5,ok
0.8,0.25,3.9450021858,0.2296849214,2.6,ok
0.8,0.3,3.9438719030,0.2252887922,2.5,ok
0.8,0.35,3.9431261408,0.2211930379,2.6,ok
0.8,0.4,3.9424260772,0.2200534835,2.6,ok
0.8,0.45,3.9417153930,0.2189536276,2.6,ok
0.8,0.5,3.9409828080,0.2177927387,2.5,ok
0.9,0.0,3.9569773434,0.2499788845,2.6,ok
0.9,0.05,3.9522829206,0.2420440686,2.5,ok
0.9,0.1,3.9493919804,0.2375618875,2.5,ok
0.9,0.15,3.9481413744,0.2326785161,2.5,ok
0.9,0.2,3.9467357823,0.2281032586,2.6,ok
0.9,0.25,3.9453659352,0.2238126502,2.6,ok
0.9,0.3,3.9441436703,0.2198839000,2.6,ok
0.9,0.35,3.9433594866,0.2187437172,2.6,ok
0.9,0.4,3.9426408251,0.2176188279,2.6,ok
0.9,0.45,3.9419095351,0.2167243338,2.5,ok
0.9,0.5,3.9411466890,0.2160277263,2.6,ok
1.0,0.0,3.9575189508,0.2402963839,2.5,ok
1.0,0.05,3.9533232112,0.2353557967,2.6,ok
1.0,0.1,3.9492177482,0.2312432339,2.5,ok
1.0,0.15,3.9482547665,0.2269831887,2.5,ok
1.0,0.2,3.9470603122,0.2225542249,2.6,ok
1.0,0.25,3.9456347119,0.2192938201,2.6,ok
1.0,0.3,3.9443400583,0.2182689601,2.5,ok
1.0,0.35,3.9435186184,0.2171039457,2.6,ok
1.0,0.4,3.9427629861,0.2162634479,2.5,ok
1.0,0.45,3.9420526893,0.2156533283,2.5,ok
1.0,0.5,3.9412703450,0.2147542802,2.6,ok
