alpha,beta,relative_drift_%,wall_time_s,status
0.05,0.1,0.0008572173,4.4,ok
0.05,0.11,0.0003157003,4.4,ok
0.05,0.12,0.0003548961,4.4,ok
0.05,0.13,0.0002618787,4.4,ok
0.05,0.14,0.0003792484,4.3,ok
0.05,0.15,0.0003974788,4.3,ok
0.05,0.16,0.0002462688,4.3,ok
0.05,0.17,0.0002788249,4.7,ok
0.05,0.18,0.0003306577,4.3,ok
0.05,0.19,0.0002540168,4.6,ok
0.05,0.2,0.0003039955,4.3,ok
0.05,0.21,0.0002452330,4.3,ok
0.05,0.22,0.0001825135,4.2,ok
0.05,0.23,0.0004652114,4.5,ok
0.05,0.24,0.0001629778,4.7,ok
0.05,0.25,0.0002051982,4.4,ok
0.05,0.26,0.0001621284,4.3,ok
0.05,0.27,0.0001653706,4.7,ok
0.05,0.28,0.0001569803,4.4,ok
0.05,0.29,0.0003614943,4.4,ok
0.05,0.3,0.0006402345,4.4,ok
0.05,0.31,0.0007010166,4.4,ok
0.05,0.32,0.0002394531,4.3,ok
0.05,0.33,0.0001662613,4.3,ok
0.05,0.34,0.0001425615,4.4,ok
0.05,0.35,0.0001297069,4.3,ok
0.05,0.36,0.0002765978,4.6,ok
0.05,0.37,0.0001079752,4.3,ok
0.05,0.38,0.0001023920,4.7,ok
0.05,0.39,0.0001013976,4.3,ok
0.05,0.4,0.0000957006,4.6,ok
0.05,0.41,0.0000943125,4.4,ok
0.05,0.42,0.0001237198,4.3,ok
0.05,0.43,0.0001110826,4.4,ok
0.05,0.44,0.0001521637,4.3,ok
0.05,0.45,0.0009037880,4.4,ok
0.05,0.46,0.0005026772,4.4,ok
0.05,0.47,0.0004965866,4.3,ok
0.05,0.48,0.0004924434,4.3,ok
0.05,0.49,0.0005693636,4.4,ok
0.05,0.5,0.0003294975,4.4,ok
0.1,0.0,0.0003745352,4.3,ok
0.1,0.01,0.0005213635,4.3,ok
0.1,0.02,0.0005320740,4.3,ok
0.1,0.03,0.0006357387,4.3,ok
0.1,0.04,0.0005862580,4.4,ok
0.1,0.05,0.0005425459,4.3,ok
0.1,0.06,0.0004037145,4.3,ok
0.1,0.07,0.0004941733,4.3,ok
0.1,0.08,0.0004664129,4.4,ok
0.1,0.09,0.0003341898,4.4,ok
0.1,0.1,0.0002709111,4.4,ok
0.1,0.11,0.0003405705,4.4,ok
0.1,0.12,0.0002791978,4.5,ok
0.1,0.13,0.0004476852,4.6,ok
0.1,0.14,0.0003765551,4.4,ok
0.1,0.15,0.0002527531,4.7,ok
0.1,0.16,0.0003883636,4.4,ok
0.1,0.17,0.0002811555,4.2,ok
0.1,0.18,0.0003377947,4.3,ok
0.1,0.19,0.0001523916,4.4,ok
0.1,0.2,0.0001434627,4.6,ok
0.1,0.21,0.0005252271,4.3,ok
0.1,0.22,0.0003417101,4.7,ok
0.1,0.23,0.0001977713,4.3,ok
0.1,0.24,0.0002475843,4.3,ok
0.1,0.25,0.0001736675,4.3,ok
0.1,0.26,0.0001505893,4.3,ok
0.1,0.27,0.0001292304,4.6,ok
0.1,0.28,0.0002805858,4.3,ok
0.1,0.29,0.0001107823,4.4,ok
0.1,0.3,0.0001068565,4.4,ok
0.1,0.31,0.0001045673,4.3,ok
0.1,0.32,0.0001001132,4.6,ok
0.1,0.33,0.0001858282,4.4,ok
0.1,0.34,0.0000954934,4.3,ok
0.1,0.35,0.0000956281,4.4,ok
0.1,0.36,0.0001139519,4.7,ok
0.1,0.37,0.0000919716,4.4,ok
0.1,0.38,0.0000942504,4.3,ok
0.1,0.39,0.0000869996,4.3,ok
0.1,0.4,0.0000940640,4.4,ok
0.1,0.41,0.0001165933,4.7,ok
0.1,0.42,0.0000824212,4.3,ok
0.1,0.43,0.0001132268,4.7,ok
0.1,0.44,0.0000839749,4.4,ok
0.1,0.45,0.0000848347,4.3,ok
0.1,0.46,0.0000852283,4.3,ok
0.1,0.47,0.0000953380,4.7,ok
0.1,0.48,0.0000831152,4.3,ok
0.1,0.49,0.0000805463,4.7,ok
0.1,0.5,0.0000772213,4.2,ok
0.15,0.0,0.0003123960,4.3,ok
0.15,0.01,0.0004866839,4.4,ok
0.15,0.02,0.0004112554,4.3,ok
0.15,0.03,0.0004416570,4.7,ok
0.15,0.04,0.0004340748,4.3,ok
0.15,0.05,0.0003833193,4.2,ok
0.15,0.06,0.0003202580,4.6,ok
0.15,0.07,0.0005731440,4.4,ok
0.15,0.08,0.0004259126,4.2,ok
0.15,0.09,0.0002333002,4.3,ok
0.15,0.1,0.0002744640,4.4,ok
0.15,0.11,0.0003721010,4.4,ok
0.15,0.12,0.0003546374,4.4,ok
0.15,0.13,0.0003395450,4.4,ok
0.15,0.14,0.0002992825,4.4,ok
0.15,0.15,0.0002858479,4.3,ok
0.15,0.16,0.0003165913,4.3,ok
0.15,0.17,0.0003714070,4.4,ok
0.15,0.18,0.0001612583,4.4,ok
0.15,0.19,0.0001397752,4.6,ok
0.15,0.2,0.0001346375,4.3,ok
0.15,0.21,0.0001298519,4.3,ok
0.15,0.22,0.0003798801,4.7,ok
0.15,0.23,0.0001958032,4.3,ok
0.15,0.24,0.0001184785,4.3,ok
0.15,0.25,0.0008865309,4.3,ok
0.15,0.26,0.0001078716,4.3,ok
0.15,0.27,0.0001569803,4.7,ok
0.15,0.28,0.0001258122,4.4,ok
0.15,0.29,0.0001367920,4.3,ok
0.15,0.3,0.0001095289,4.3,ok
0.15,0.31,0.0002481643,4.3,ok
0.15,0.32,0.0001017395,4.6,ok
0.15,0.33,0.0000830013,4.8,ok
0.15,0.34,0.0000984766,4.3,ok
0.15,0.35,0.0000870928,4.3,ok
0.15,0.36,0.0000854044,4.7,ok
0.15,0.37,0.0000912154,4.4,ok
0.15,0.38,0.0000995228,4.3,ok
0.15,0.39,0.0001073847,4.3,ok
0.15,0.4,0.0001048987,4.2,ok
0.15,0.41,0.0000770556,4.7,ok
0.15,0.42,0.0000928313,4.3,ok
0.15,0.43,0.0001232433,4.3,ok
0.15,0.44,0.0000746317,4.3,ok
0.15,0.45,0.0000741656,4.3,ok
0.15,0.46,0.0000733266,4.3,ok
0.15,0.47,0.0000721147,4.3,ok
0.15,0.48,0.0000705299,4.3,ok
0.15,0.49,0.0000686343,4.3,ok
0.15,0.5,0.0000665005,4.6,ok
0.2,0.0,0.0003555589,4.3,ok
0.2,0.01,0.0003346250,4.3,ok
0.2,0.02,0.0003461537,4.3,ok
0.2,0.03,0.0003537567,4.3,ok
0.2,0.04,0.0003465992,4.4,ok
0.2,0.05,0.0003374322,4.3,ok
0.2,0.06,0.0002872151,4.3,ok
0.2,0.07,0.0002565857,4.3,ok
0.2,0.08,0.0002334142,4.3,ok
0.2,0.09,0.0002750855,4.3,ok
0.2,0.1,0.0002589266,4.5,ok
0.2,0.11,0.0002542032,4.3,ok
0.2,0.12,0.0002901467,4.3,ok
0.2,0.13,0.0002854026,4.2,ok
0.2,0.14,0.0005055158,4.4,ok
0.2,0.15,0.0001993251,4.4,ok
0.2,0.16,0.0001498331,4.7,ok
0.2,0.17,0.0001425409,4.3,ok
0.2,0.18,0.0001368438,4.4,ok
0.2,0.19,0.0001312814,4.4,ok
0.2,0.2,0.0001856521,4.4,ok
0.2,0.21,0.0002533331,4.6,ok
0.2,0.22,0.0001920950,4.4,ok
0.2,0.23,0.0001142316,4.7,ok
0.2,0.24,0.0001099743,4.2,ok
0.2,0.25,0.0001738022,4.4,ok
0.2,0.26,0.0002869457,4.4,ok
0.2,0.27,0.0007564738,4.7,ok
0.2,0.28,0.0000943333,4.3,ok
0.2,0.29,0.0000911326,4.6,ok
0.2,0.3,0.0001047330,4.4,ok
0.2,0.31,0.0000949962,4.6,ok
0.2,0.32,0.0001097982,4.3,ok
0.2,0.33,0.0001146148,4.4,ok
0.2,0.34,0.0001105337,4.4,ok
0.2,0.35,0.0001013769,4.3,ok
0.2,0.36,0.0000904903,4.4,ok
0.2,0.37,0.0000805878,4.3,ok
0.2,0.38,0.0000839439,4.3,ok
0.2,0.39,0.0000996885,4.8,ok
0.2,0.4,0.0000822555,4.7,ok
0.2,0.41,0.0000667594,4.3,ok
0.2,0.42,0.0000667387,4.6,ok
0.2,0.43,0.0000664590,4.3,ok
0.2,0.44,0.0000659722,4.4,ok
0.2,0.45,0.0000652678,4.3,ok
0.2,0.46,0.0000643459,4.3,ok
0.2,0.47,0.0000632065,4.7,ok
0.2,0.48,0.0000618910,4.3,ok
0.2,0.49,0.0000604201,4.3,ok
0.2,0.5,0.0000914537,4.7,ok
0.25,0.0,0.0002304620,4.3,ok
0.25,0.01,0.0002874327,4.3,ok
0.25,0.02,0.0003667976,4.4,ok
0.25,0.03,0.0004755704,4.3,ok
0.25,0.04,0.0003073517,4.3,ok
0.25,0.05,0.0002749717,4.4,ok
0.25,0.06,0.0002549284,4.3,ok
0.25,0.07,0.0002352994,4.4,ok
0.25,0.08,0.0002464761,4.4,ok
0.25,0.09,0.0004448581,4.7,ok
0.25,0.1,0.0001896504,4.3,ok
0.25,0.11,0.0005015177,4.7,ok
0.25,0.12,0.0004537138,4.4,ok
0.25,0.13,0.0002050429,4.4,ok
0.25,0.14,0.0001531374,4.4,ok
0.25,0.15,0.0001467878,4.6,ok
0.25,0.16,0.0001406867,4.3,ok
0.25,0.17,0.0001348136,4.3,ok
0.25,0.18,0.0001291476,4.3,ok
0.25,0.19,0.0001670383,4.3,ok
0.25,0.2,0.0001347307,4.2,ok
0.25,0.21,0.0003949617,4.6,ok
0.25,0.22,0.0001495327,4.3,ok
0.25,0.23,0.0001075712,4.7,ok
0.25,0.24,0.0001103887,4.3,ok
0.25,0.25,0.0001573636,4.8,ok
0.25,0.26,0.0001009522,4.5,ok
0.25,0.27,0.0003176891,4.3,ok
0.25,0.28,0.0002510854,4.4,ok
0.25,0.29,0.0003838162,4.8,ok
0.25,0.3,0.0003778913,4.4,ok
0.25,0.31,0.0000933596,4.3,ok
0.25,0.32,0.0002217507,4.3,ok
0.25,0.33,0.0001476060,4.3,ok
0.25,0.34,0.0000735856,4.6,ok
0.25,0.35,0.0000711721,4.3,ok
0.25,0.36,0.0000688311,4.4,ok
0.25,0.37,0.0000665833,4.3,ok
0.25,0.38,0.0000644495,4.6,ok
0.25,0.39,0.0000627508,4.4,ok
0.25,0.4,0.0000611141,4.4,ok
0.25,0.41,0.0000597986,4.3,ok
0.25,0.42,0.0000596122,4.4,ok
0.25,0.43,0.0000592600,4.7,ok
0.25,0.44,0.0000868546,4.4,ok
0.25,0.45,0.0001158164,4.2,ok
0.25,0.46,0.0000572090,4.3,ok
0.25,0.47,0.0000665212,4.4,ok
0.25,0.48,0.0001677737,4.3,ok
0.25,0.49,0.0001225804,4.3,ok
0.25,0.5,0.0000788269,4.4,ok
0.3,0.0,0.0002764839,4.3,ok
0.3,0.01,0.0002539858,4.2,ok
0.3,0.02,0.0002551666,4.4,ok
0.3,0.03,0.0002720507,4.4,ok
0.3,0.04,0.0002488170,4.3,ok
0.3,0.05,0.0002397638,4.4,ok
0.3,0.06,0.0003441752,4.4,ok
0.3,0.07,0.0002138578,4.4,ok
0.3,0.08,0.0002003195,4.7,ok
0.3,0.09,0.0001875788,4.4,ok
0.3,0.1,0.0001776348,4.6,ok
0.3,0.11,0.0001770962,4.3,ok
0.3,0.12,0.0001595285,4.4,ok
0.3,0.13,0.0001815191,4.4,ok
0.3,0.14,0.0001448093,4.4,ok
0.3,0.15,0.0001388533,4.7,ok
0.3,0.16,0.0001630607,4.3,ok
0.3,0.17,0.0001275317,4.7,ok
0.3,0.18,0.0004562618,4.3,ok
0.3,0.19,0.0001169558,4.6,ok
0.3,0.2,0.0002362317,4.4,ok
0.3,0.21,0.0003343348,4.4,ok
0.3,0.22,0.0001266098,4.3,ok
0.3,0.23,0.0001020295,5.1,ok
0.3,0.24,0.0001226943,4.4,ok
0.3,0.25,0.0000947994,4.2,ok
0.3,0.26,0.0001487144,4.3,ok
0.3,0.27,0.0001082652,4.4,ok
0.3,0.28,0.0001261540,4.4,ok
0.3,0.29,0.0003026178,4.3,ok
0.3,0.3,0.0000933492,4.4,ok
0.3,0.31,0.0005413547,4.3,ok
0.3,0.32,0.0003168811,4.4,ok
0.3,0.33,0.0005615537,4.4,ok
0.3,0.34,0.0005131285,4.4,ok
0.3,0.35,0.0003369244,4.4,ok
0.3,0.36,0.0001014184,4.3,ok
0.3,0.37,0.0000647188,4.4,ok
0.3,0.38,0.0000627404,4.8,ok
0.3,0.39,0.0000668526,4.4,ok
0.3,0.4,0.0000733991,4.7,ok
0.3,0.41,0.0000755847,4.3,ok
0.3,0.42,0.0000759783,4.4,ok
0.3,0.43,0.0000714310,4.4,ok
0.3,0.44,0.0000675259,4.3,ok
0.3,0.45,0.0000611452,4.4,ok
0.3,0.46,0.0000551063,4.4,ok
0.3,0.47,0.0000504658,4.4,ok
0.3,0.48,0.0000495128,4.3,ok
0.3,0.49,0.0000552928,4.3,ok
0.3,0.5,0.0000788165,4.3,ok
0.35,0.0,0.0002365631,4.2,ok
0.35,0.01,0.0002190887,4.3,ok
0.35,0.02,0.0002241021,4.7,ok
0.35,0.03,0.0007813748,4.3,ok
0.35,0.04,0.0004981409,4.7,ok
0.35,0.05,0.0002120243,4.4,ok
0.35,0.06,0.0002872879,4.3,ok
0.35,0.07,0.0003048037,4.4,ok
0.35,0.08,0.0001839016,4.4,ok
0.35,0.09,0.0001742994,4.3,ok
0.35,0.1,0.0001658781,4.3,ok
0.35,0.11,0.0001576329,4.4,ok
0.35,0.12,0.0001496881,4.3,ok
0.35,0.13,0.0001426030,4.3,ok
0.35,0.14,0.0001369059,4.4,ok
0.35,0.15,0.0001313850,4.5,ok
0.35,0.16,0.0001796028,4.7,ok
0.35,0.17,0.0003529486,4.3,ok
0.35,0.18,0.0001157543,4.4,ok
0.35,0.19,0.0001389361,4.4,ok
0.35,0.2,0.0002637018,4.4,ok
0.35,0.21,0.0002699996,4.7,ok
0.35,0.22,0.0001094046,4.4,ok
0.35,0.23,0.0001419712,4.4,ok
0.35,0.24,0.0000938257,4.3,ok
0.35,0.25,0.0001680223,4.4,ok
0.35,0.26,0.0001256982,4.7,ok
0.35,0.27,0.0001284950,4.3,ok
0.35,0.28,0.0000818722,4.4,ok
0.35,0.29,0.0001008072,4.3,ok
0.35,0.3,0.0000772628,4.4,ok
0.35,0.31,0.0000793551,4.4,ok
0.35,0.32,0.0001530441,4.4,ok
0.35,0.33,0.0000951930,4.8,ok
0.35,0.34,0.0002683319,4.4,ok
0.35,0.35,0.0005742213,4.4,ok
0.35,0.36,0.0002572382,4.4,ok
0.35,0.37,0.0002782862,4.4,ok
0.35,0.38,0.0002831546,4.3,ok
0.35,0.39,0.0004471780,4.7,ok
0.35,0.4,0.0001977402,4.4,ok
0.35,0.41,0.0001535206,4.6,ok
0.35,0.42,0.0004867050,4.3,ok
0.35,0.43,0.0003270426,4.4,ok
0.35,0.44,0.0003286585,4.4,ok
0.35,0.45,0.0003289071,4.4,ok
0.35,0.46,0.0003050416,4.6,ok
0.35,0.47,0.0002766496,4.4,ok
0.35,0.48,0.0002996243,4.4,ok
0.35,0.49,0.0004903197,4.4,ok
0.35,0.5,0.0003889643,4.4,ok
0.4,0.0,0.0003527208,4.4,ok
0.4,0.01,0.0001945085,4.4,ok
0.4,0.02,0.0002213365,4.7,ok
0.4,0.03,0.0001971809,4.4,ok
0.4,0.04,0.0001938766,4.8,ok
0.4,0.05,0.0001901994,4.3,ok
0.4,0.06,0.0001944360,4.6,ok
0.4,0.07,0.0002430163,4.4,ok
0.4,0.08,0.0003075383,4.3,ok
0.4,0.09,0.0002459373,4.3,ok
0.4,0.1,0.0001546912,4.4,ok
0.4,0.11,0.0001475543,4.3,ok
0.4,0.12,0.0001405106,4.2,ok
0.4,0.13,0.0001370613,4.3,ok
0.4,0.14,0.0001294790,4.4,ok
0.4,0.15,0.0001244138,4.3,ok
0.4,0.16,0.0001194833,4.7,ok
0.4,0.17,0.0001146459,4.4,ok
0.4,0.18,0.0001351036,4.3,ok
0.4,0.19,0.0001426237,4.4,ok
0.4,0.2,0.0002805340,4.3,ok
0.4,0.21,0.0002008580,4.4,ok
0.4,0.22,0.0000960838,4.4,ok
0.4,0.23,0.0001482483,4.4,ok
0.4,0.24,0.0001240824,4.4,ok
0.4,0.25,0.0001226426,4.3,ok
0.4,0.26,0.0001360255,4.6,ok
0.4,0.27,0.0001864186,4.3,ok
0.4,0.28,0.0001152260,4.7,ok
0.4,0.29,0.0000961978,4.3,ok
0.4,0.3,0.0001493359,4.4,ok
0.4,0.31,0.0001030135,4.5,ok
0.4,0.32,0.0000703123,4.3,ok
0.4,0.33,0.0000683857,4.7,ok
0.4,0.34,0.0001946224,4.3,ok
0.4,0.35,0.0001328351,4.4,ok
0.4,0.36,0.0001529716,4.3,ok
0.4,0.37,0.0001409456,4.4,ok
0.4,0.38,0.0001779662,4.4,ok
0.4,0.39,0.0003326671,4.4,ok
0.4,0.4,0.0004680909,4.4,ok
0.4,0.41,0.0001976159,4.4,ok
0.4,0.42,0.0002043074,4.4,ok
0.4,0.43,0.0002203524,4.3,ok
0.4,0.44,0.0002167684,4.4,ok
0.4,0.45,0.0002226622,4.4,ok
0.4,0.46,0.0002138991,4.4,ok
0.4,0.47,0.0002085750,4.6,ok
0.4,0.48,0.0002097247,4.4,ok
0.4,0.49,0.0002060061,4.4,ok
0.4,0.5,0.0001975227,4.7,ok
0.45,0.0,0.0001648215,4.4,ok
0.45,0.01,0.0001746205,4.3,ok
0.45,0.02,0.0001967562,4.3,ok
0.45,0.03,0.0001768993,4.5,ok
0.45,0.04,0.0001965387,4.3,ok
0.45,0.05,0.0001712644,4.3,ok
0.45,0.06,0.0001668518,4.6,ok
0.45,0.07,0.0002465073,4.3,ok
0.45,0.08,0.0002604078,4.4,ok
0.45,0.09,0.0001518633,4.3,ok
0.45,0.1,0.0001442914,4.4,ok
0.45,0.11,0.0001381904,4.6,ok
0.45,0.12,0.0001320065,4.4,ok
0.45,0.13,0.0001271795,4.4,ok
0.45,0.14,0.0001225182,4.3,ok
0.45,0.15,0.0001179295,4.4,ok
0.45,0.16,0.0001168937,4.7,ok
0.45,0.17,0.0001905619,4.5,ok
0.45,0.18,0.0002178664,4.3,ok
0.45,0.19,0.0002612054,4.4,ok
0.45,0.2,0.0002151628,4.3,ok
0.45,0.21,0.0001173287,4.3,ok
0.45,0.22,0.0000919612,4.4,ok
0.45,0.23,0.0000950480,4.4,ok
0.45,0.24,0.0001291165,4.4,ok
0.45,0.25,0.0001158682,4.7,ok
0.45,0.26,0.0000805567,4.3,ok
0.45,0.27,0.0000778946,4.7,ok
0.45,0.28,0.0000827941,4.3,ok
0.45,0.29,0.0001060692,4.3,ok
0.45,0.3,0.0001062039,4.4,ok
0.45,0.31,0.0000698255,4.4,ok
0.45,0.32,0.0000929038,4.3,ok
0.45,0.33,0.0000919198,4.4,ok
0.45,0.34,0.0000644184,4.4,ok
0.45,0.35,0.0000627093,4.3,ok
0.45,0.36,0.0000639316,4.4,ok
0.45,0.37,0.0002041831,4.3,ok
0.45,0.38,0.0001650598,4.7,ok
0.45,0.39,0.0001357251,4.3,ok
0.45,0.4,0.0001796235,4.7,ok
0.45,0.41,0.0000640248,4.4,ok
0.45,0.42,0.0002195030,4.4,ok
0.45,0.43,0.0001361498,4.3,ok
0.45,0.44,0.0001389051,4.4,ok
0.45,0.45,0.0001482275,4.4,ok
0.45,0.46,0.0001504546,4.3,ok
0.45,0.47,0.0001669968,4.8,ok
0.45,0.48,0.0001894950,4.3,ok
0.45,0.49,0.0002108952,4.3,ok
0.45,0.5,0.0002012931,4.4,ok
0.5,0.0,0.0001412460,4.3,ok
0.5,0.01,0.0001579229,4.3,ok
0.5,0.02,0.0002336732,4.3,ok
0.5,0.03,0.0001601603,4.3,ok
0.5,0.04,0.0001581094,4.3,ok
0.5,0.05,0.0002168512,4.4,ok
0.5,0.06,0.0001527024,4.6,ok
0.5,0.07,0.0001908106,4.3,ok
0.5,0.08,0.0001437839,4.3,ok
0.5,0.09,0.0001946741,4.4,ok
0.5,0.1,0.0002421358,4.3,ok
0.5,0.11,0.0002372571,4.7,ok
0.5,0.12,0.0002308662,4.3,ok
0.5,0.13,0.0001634335,4.6,ok
0.5,0.14,0.0001693999,4.3,ok
0.5,0.15,0.0001335809,4.3,ok
0.5,0.16,0.0002277482,4.3,ok
0.5,0.17,0.0002447565,4.3,ok
0.5,0.18,0.0002430681,4.3,ok
0.5,0.19,0.0001967976,4.6,ok
0.5,0.2,0.0001404381,4.4,ok
0.5,0.21,0.0000909461,4.7,ok
0.5,0.22,0.0001894951,4.3,ok
0.5,0.23,0.0000854355,4.3,ok
0.5,0.24,0.0001212649,4.4,ok
0.5,0.25,0.0001005172,4.6,ok
0.5,0.26,0.0000776149,4.3,ok
0.5,0.27,0.0001156403,4.3,ok
0.5,0.28,0.0000909047,4.7,ok
0.5,0.29,0.0000710374,4.4,ok
0.5,0.3,0.0000994814,4.3,ok
0.5,0.31,0.0000674845,4.4,ok
0.5,0.32,0.0000657857,4.3,ok
0.5,0.33,0.0000785265,4.3,ok
0.5,0.34,0.0000624814,4.4,ok
0.5,0.35,0.0000826387,4.4,ok
0.5,0.36,0.0001079026,4.4,ok
0.5,0.37,0.0000578513,4.4,ok
0.5,0.38,0.0000564011,4.4,ok
0.5,0.39,0.0000568983,4.4,ok
0.5,0.4,0.0000602751,4.4,ok
0.5,0.41,0.0001569182,4.3,ok
0.5,0.42,0.0000805774,4.4,ok
0.5,0.43,0.0002049289,4.3,ok
0.5,0.44,0.0001487040,4.4,ok
0.5,0.45,0.0001168419,4.4,ok
0.5,0.46,0.0001301005,4.4,ok
0.5,0.47,0.0002944866,4.4,ok
0.5,0.48,0.0001512522,4.7,ok
0.5,0.49,0.0001497088,4.4,ok
0.5,0.5,0.0004340541,4.6,ok
0.55,0.0,0.0001299866,4.4,ok
0.55,0.01,0.0002458339,4.4,ok
0.55,0.02,0.0001564935,4.4,ok
0.55,0.03,0.0001460937,4.7,ok
0.55,0.04,0.0001446747,4.4,ok
0.55,0.05,0.0001428930,4.3,ok
0.55,0.06,0.0001694931,4.3,ok
0.55,0.07,0.0001462802,4.4,ok
0.55,0.08,0.0001335084,4.4,ok
0.55,0.09,0.0001301212,4.3,ok
0.55,0.1,0.0001260711,4.2,ok
0.55,0.11,0.0001850617,4.3,ok
0.55,0.12,0.0002297266,4.3,ok
0.55,0.13,0.0002425087,4.3,ok
0.55,0.14,0.0002389662,4.3,ok
0.55,0.15,0.0002400331,4.3,ok
0.55,0.16,0.0002182911,4.3,ok
0.55,0.17,0.0001902408,4.3,ok
0.55,0.18,0.0001573428,4.3,ok
0.55,0.19,0.0001115798,4.4,ok
0.55,0.2,0.0000898274,4.3,ok
0.55,0.21,0.0000872068,4.3,ok
0.55,0.22,0.0000846379,4.4,ok
0.55,0.23,0.0000821105,4.3,ok
0.55,0.24,0.0000948616,4.3,ok
0.55,0.25,0.0000939190,4.3,ok
0.55,0.26,0.0000748907,4.6,ok
0.55,0.27,0.0000726119,4.2,ok
0.55,0.28,0.0000703745,4.3,ok
0.55,0.29,0.0000978137,4.6,ok
0.55,0.3,0.0000669459,4.3,ok
0.55,0.31,0.0000934735,4.3,ok
0.55,0.32,0.0000637348,4.6,ok
0.55,0.33,0.0000719800,4.3,ok
0.55,0.34,0.0000606584,4.3,ok
0.55,0.35,0.0000888226,4.3,ok
0.55,0.36,0.0000621603,4.3,ok
0.55,0.37,0.0000733059,4.3,ok
0.55,0.38,0.0001086795,4.3,ok
0.55,0.39,0.0000686550,4.3,ok
0.55,0.4,0.0000523717,4.4,ok
0.55,0.41,0.0000511287,4.3,ok
0.55,0.42,0.0000499064,4.3,ok
0.55,0.43,0.0000506937,4.4,ok
0.55,0.44,0.0000525167,4.3,ok
0.55,0.45,0.0000612177,4.3,ok
0.55,0.46,0.0002165198,4.3,ok
0.55,0.47,0.0001224250,4.6,ok
0.55,0.48,0.0000785368,4.3,ok
0.55,0.49,0.0000552306,4.7,ok
0.55,0.5,0.0000827009,4.3,ok
0.6,0.0,0.0001201876,4.3,ok
0.6,0.01,0.0001920224,4.2,ok
0.6,0.02,0.0001346478,4.3,ok
0.6,0.03,0.0001342646,4.7,ok
0.6,0.04,0.0001374860,4.3,ok
0.6,0.05,0.0001317578,4.2,ok
0.6,0.06,0.0001660542,4.3,ok
0.6,0.07,0.0001874546,4.3,ok
0.6,0.08,0.0001243931,4.3,ok
0.6,0.09,0.0001215964,4.3,ok
0.6,0.1,0.0001182092,4.3,ok
0.6,0.11,0.0001143973,4.3,ok
0.6,0.12,0.0001106683,4.6,ok
0.6,0.13,0.0001249110,4.3,ok
0.6,0.14,0.0001528266,4.2,ok
0.6,0.15,0.0001499884,4.7,ok
0.6,0.16,0.0001297380,4.3,ok
0.6,0.17,0.0000944886,4.4,ok
0.6,0.18,0.0000912258,4.4,ok
0.6,0.19,0.0000885637,4.3,ok
0.6,0.2,0.0000861191,4.4,ok
0.6,0.21,0.0000837367,4.3,ok
