alpha,beta,relative_drift_%,wall_time_s,status
0.3,0.01,0.0273583239,8.4,ok
0.3,0.02,0.7467249313,8.9,ok
0.3,0.03,0.0284350889,8.5,ok
0.3,0.04,0.0422281833,8.1,ok
0.3,0.05,0.0287711279,8.4,ok
0.3,0.06,0.0657704744,7.0,ok
0.3,0.07,0.1980946893,8.9,ok
0.3,0.08,0.0439707080,8.2,ok
0.3,0.09,0.0328199732,8.9,ok
0.3,0.1,0.0679835579,7.9,ok
0.3,0.11,0.0548842198,8.3,ok
0.3,0.12,0.5428907524,6.4,ok
0.3,0.13,0.0933139849,7.9,ok
0.3,0.14,0.0314724983,8.9,ok
0.3,0.15,99.9999999591,36.0,ok
0.3,0.16,0.2195783591,8.6,ok
0.3,0.17,99.9999999991,54.0,ok
0.3,0.18,0.0325817244,9.4,ok
0.3,0.19,0.0460665423,8.5,ok
0.3,0.2,0.2434366385,8.4,ok
0.3,0.21,99.9999998995,39.4,ok
0.3,0.22,0.0341135036,8.9,ok
0.3,0.23,99.9999998217,21.4,ok
0.3,0.24,0.1272707784,8.5,ok
0.3,0.25,0.1079064396,8.8,ok
0.3,0.26,0.1448633036,9.2,ok
0.3,0.27,99.9999995506,69.3,ok
0.3,0.28,0.1464913977,8.1,ok
0.3,0.29,99.9999997779,82.3,ok
0.3,0.3,0.0601353570,7.3,ok
0.3,0.31,0.1894089740,8.4,ok
0.3,0.32,99.9999994774,39.2,ok
0.3,0.33,0.0316600941,8.6,ok
0.3,0.34,0.1158336185,8.8,ok
0.3,0.35,99.9999999830,69.3,ok
0.3,0.36,0.1159802953,8.8,ok
0.3,0.37,99.9999998374,57.5,ok
0.3,0.38,0.1624803571,8.7,ok
0.3,0.39,0.0630076487,8.0,ok
0.3,0.4,99.9999979703,61.6,ok
0.3,0.41,0.0837811178,8.1,ok
0.3,0.42,0.1138906381,8.4,ok
0.3,0.43,0.3630080001,8.8,ok
0.3,0.44,99.9999999136,61.9,ok
0.3,0.45,0.2280376575,7.8,ok
0.3,0.46,99.9999973386,73.1,ok
0.3,0.47,0.4661609131,8.4,ok
0.3,0.48,0.1882121439,7.9,ok
0.3,0.49,0.3057154096,8.0,ok
0.3,0.5,0.0892870366,8.3,ok
0.35,0.0,0.0197731761,9.7,ok
0.35,0.01,0.0462284288,7.0,ok
0.35,0.02,0.0440992116,8.8,ok
0.35,0.03,0.0524256896,8.2,ok
0.35,0.04,0.0757701661,8.4,ok
0.35,0.05,0.4113214175,9.0,ok
0.35,0.06,0.0582083123,8.3,ok
0.35,0.07,0.0172882866,9.2,ok
0.35,0.08,0.0496165450,7.3,ok
0.35,0.09,0.2191164485,9.0,ok
0.35,0.1,0.0250459793,8.8,ok
0.35,0.11,0.1271940635,8.3,ok
0.35,0.12,0.0710197392,7.8,ok
0.35,0.13,0.1890796461,8.7,ok
0.35,0.14,0.0312523532,8.4,ok
0.35,0.15,0.0498870709,6.7,ok
0.35,0.16,0.0692813748,8.3,ok
0.35,0.17,0.0361637566,9.5,ok
0.35,0.18,0.0379536842,8.2,ok
0.35,0.19,0.2933340763,7.8,ok
0.35,0.2,0.2007213958,7.4,ok
0.35,0.21,99.9999999680,52.5,ok
0.35,0.22,0.0642133124,7.9,ok
0.35,0.23,0.0502044770,8.6,ok
0.35,0.24,0.0495909395,8.6,ok
0.35,0.25,0.0952781404,8.3,ok
0.35,0.26,0.1557987708,8.9,ok
0.35,0.27,0.2511677364,8.1,ok
0.35,0.28,0.1354648861,8.7,ok
0.35,0.29,0.1381951459,7.5,ok
0.35,0.3,0.1542653893,8.5,ok
0.35,0.31,0.1907178917,7.9,ok
0.35,0.32,0.1566966003,5.5,ok
0.35,0.33,0.6955841528,8.4,ok
0.35,0.34,0.9974073248,8.1,ok
0.35,0.35,0.0840893340,7.4,ok
0.35,0.36,0.1069068556,7.0,ok
0.35,0.37,0.0766162076,8.9,ok
0.35,0.38,1.3706551194,6.5,ok
0.35,0.39,99.9999996998,40.8,ok
0.35,0.4,0.0740617468,8.0,ok
0.35,0.41,99.9999999046,75.7,ok
0.35,0.42,0.0874123926,7.8,ok
0.35,0.43,0.1393575167,8.5,ok
0.35,0.44,0.1285137277,8.3,ok
0.35,0.45,0.1696543370,8.1,ok
0.35,0.46,0.1141386051,7.7,ok
0.35,0.47,0.0918319860,8.1,ok
0.35,0.48,0.4198180491,7.8,ok
0.35,0.49,99.9999990119,54.8,ok
0.35,0.5,0.1598651570,9.1,ok
0.4,0.0,0.0336621824,9.5,ok
0.4,0.01,0.0294265136,8.3,ok
0.4,0.02,0.0538691460,7.2,ok
0.4,0.03,0.0425783665,8.7,ok
0.4,0.04,0.2278444740,9.0,ok
0.4,0.05,0.0380388984,8.4,ok
0.4,0.06,0.0431638465,6.7,ok
0.4,0.07,0.6872356725,9.1,ok
0.4,0.08,0.0355649879,8.7,ok
0.4,0.09,0.0326134799,8.5,ok
0.4,0.1,0.0266415198,8.6,ok
0.4,0.11,0.0278109936,9.0,ok
0.4,0.12,0.0376884428,8.3,ok
0.4,0.13,0.1199154587,8.7,ok
0.4,0.14,0.0262124425,8.6,ok
0.4,0.15,0.1736105256,8.0,ok
0.4,0.16,0.1155364472,9.1,ok
0.4,0.17,0.0403436199,9.2,ok
0.4,0.18,0.1223433267,9.0,ok
0.4,0.19,0.6408922639,9.4,ok
0.4,0.2,0.3371526831,5.8,ok
0.4,0.21,0.1471010582,9.3,ok
0.4,0.22,99.9999999671,42.5,ok
0.4,0.23,99.9999990703,38.1,ok
0.4,0.24,0.2029017357,8.4,ok
0.4,0.25,0.0554854015,7.4,ok
0.4,0.26,99.9999999146,74.2,ok
0.4,0.27,0.1357741254,7.7,ok
0.4,0.28,99.9999999845,76.7,ok
0.4,0.29,0.0545444243,8.1,ok
0.4,0.3,0.3266201682,7.1,ok
0.4,0.31,99.9999999928,73.7,ok
0.4,0.32,99.9999998913,63.5,ok
0.4,0.33,99.9999999429,73.7,ok
0.4,0.34,99.9999915253,32.0,ok
0.4,0.35,99.9999999238,47.6,ok
0.4,0.36,0.2766397885,8.7,ok
0.4,0.37,0.0908293150,9.1,ok
0.4,0.38,0.2994557231,8.3,ok
0.4,0.39,99.9999999893,52.4,ok
0.4,0.4,0.1816156780,8.2,ok
0.4,0.41,0.1010126400,7.2,ok
0.4,0.42,99.9999997469,54.7,ok
0.4,0.43,0.1525697306,8.5,ok
0.4,0.44,0.2063119775,8.3,ok
0.4,0.45,0.1660984770,8.0,ok
0.4,0.46,99.9999991815,71.1,ok
0.4,0.47,99.9999999940,37.5,ok
0.4,0.48,0.1187250189,8.1,ok
0.4,0.49,0.1856762438,8.2,ok
0.4,0.5,0.2055009111,8.5,ok
0.45,0.0,0.0187082423,9.5,ok
0.45,0.01,0.3256989079,9.0,ok
0.45,0.02,0.0207317402,8.4,ok
0.45,0.03,0.1319840170,6.5,ok
0.45,0.04,99.9999999778,48.4,ok
0.45,0.05,99.9999999270,61.0,ok
0.45,0.06,0.2397744191,7.7,ok
0.45,0.07,0.0612592328,8.3,ok
0.45,0.08,99.9999999431,57.9,ok
0.45,0.09,0.0972329923,8.6,ok
0.45,0.1,0.3538614748,8.6,ok
0.45,0.11,0.0400857342,8.5,ok
0.45,0.12,0.0256844329,7.8,ok
0.45,0.13,0.0447866818,8.3,ok
0.45,0.14,0.0272835422,8.5,ok
0.45,0.15,0.0553479012,7.4,ok
0.45,0.16,0.1944016124,6.8,ok
0.45,0.17,0.0814546993,8.5,ok
0.45,0.18,0.1718219212,6.6,ok
0.45,0.19,0.0396785728,8.0,ok
0.45,0.2,0.0529185764,7.1,ok
0.45,0.21,0.0580732022,9.0,ok
0.45,0.22,99.9999999874,51.4,ok
0.45,0.23,99.9999999420,26.7,ok
0.45,0.24,0.0600724247,7.8,ok
0.45,0.25,0.2579487353,6.8,ok
0.45,0.26,99.9999999915,49.2,ok
0.45,0.27,0.1793662762,8.4,ok
0.45,0.28,99.9999999090,26.7,ok
0.45,0.29,0.0898523016,8.0,ok
0.45,0.3,0.1757554525,7.1,ok
0.45,0.31,0.1228263779,8.4,ok
0.45,0.32,0.1548684879,8.5,ok
0.45,0.33,0.0520294750,8.0,ok
0.45,0.34,0.3413922223,8.2,ok
0.45,0.35,0.2029334556,8.6,ok
0.45,0.36,0.2723966955,7.7,ok
0.45,0.37,0.7534715785,6.5,ok
0.45,0.38,0.1173099263,6.8,ok
0.45,0.39,0.1213202918,8.5,ok
0.45,0.4,1.0897576852,7.6,ok
0.45,0.41,99.9999999076,48.7,ok
0.45,0.42,0.1406636834,9.5,ok
0.45,0.43,0.1403401954,6.9,ok
0.45,0.44,0.4876391598,8.4,ok
0.45,0.45,0.6128407996,8.3,ok
0.45,0.46,0.1569867501,8.3,ok
0.45,0.47,0.1457608816,7.7,ok
0.45,0.48,0.2696418734,8.8,ok
0.45,0.49,0.1230319636,8.7,ok
0.45,0.5,99.9999999507,34.5,ok
0.5,0.0,0.0237094035,9.2,ok
0.5,0.01,0.0770729158,6.6,ok
0.5,0.02,0.0753629536,6.9,ok
0.5,0.03,99.9999999404,28.9,ok
0.5,0.04,0.0273932177,8.0,ok
0.5,0.05,0.0185068109,8.2,ok
0.5,0.06,0.0584475283,7.7,ok
0.5,0.07,0.0449191503,8.1,ok
0.5,0.08,0.0778765181,8.0,ok
0.5,0.09,0.0446025815,8.1,ok
0.5,0.1,0.1170615454,8.6,ok
0.5,0.11,0.0477043277,7.5,ok
0.5,0.12,0.0522716156,8.6,ok
0.5,0.13,99.9999999434,47.6,ok
0.5,0.14,0.0816407293,7.9,ok
0.5,0.15,0.0835315118,6.7,ok
0.5,0.16,0.1703406070,6.0,ok
0.5,0.17,99.9999999943,43.9,ok
0.5,0.18,0.1133364707,8.1,ok
0.5,0.19,0.1941200341,8.6,ok
0.5,0.2,0.0919561200,8.6,ok
0.5,0.21,0.1017555630,8.4,ok
0.5,0.22,99.9999998874,64.5,ok
0.5,0.23,1.6995865358,5.2,ok
0.5,0.24,99.9999999785,34.3,ok
0.5,0.25,0.4874465946,8.0,ok
0.5,0.26,99.9999987138,50.9,ok
0.5,0.27,99.9999999538,28.0,ok
0.5,0.28,0.0329044761,8.0,ok
0.5,0.29,0.1629568904,8.3,ok
0.5,0.3,0.8695620242,5.7,ok
0.5,0.31,0.0825010480,8.4,ok
0.5,0.32,99.9999998983,54.6,ok
0.5,0.33,99.9999999888,53.8,ok
0.5,0.34,0.1885125822,7.7,ok
0.5,0.35,0.1141395875,5.7,ok
0.5,0.36,99.9999999550,72.0,ok
0.5,0.37,0.1651643330,7.6,ok
0.5,0.38,99.9999999680,54.0,ok
0.5,0.39,0.1273305766,9.4,ok
0.5,0.4,99.9999999473,44.0,ok
0.5,0.41,99.9999998567,43.1,ok
0.5,0.42,0.0427376753,8.7,ok
0.5,0.43,0.2496645236,7.7,ok
0.5,0.44,0.1913383018,8.8,ok
0.5,0.45,99.9999999884,80.9,ok
0.5,0.46,0.2288369507,5.2,ok
0.5,0.47,99.9999998697,50.7,ok
0.5,0.48,99.9999996383,34.7,ok
0.5,0.49,99.9999997936,67.0,ok
0.5,0.5,0.0757179902,8.1,ok
0.55,0.0,0.0217766042,9.0,ok
0.55,0.01,99.9999995012,49.3,ok
0.55,0.02,0.0314981097,8.4,ok
0.55,0.03,0.0242757135,8.4,ok
0.55,0.04,0.0441902727,6.5,ok
0.55,0.05,0.0820712989,6.7,ok
0.55,0.06,0.1265149227,7.4,ok
0.55,0.07,0.0464456247,8.3,ok
0.55,0.08,0.1024943632,7.7,ok
0.55,0.09,0.0671925539,8.0,ok
0.55,0.1,99.9999998901,36.5,ok
0.55,0.11,0.1255944215,6.5,ok
0.55,0.12,0.0579674266,7.7,ok
0.55,0.13,0.0484221283,7.9,ok
0.55,0.14,0.0180134452,9.1,ok
0.55,0.15,99.9999999869,63.8,ok
0.55,0.16,0.1679784915,8.9,ok
0.55,0.17,0.1358957898,7.0,ok
0.55,0.18,0.0754430282,8.2,ok
0.55,0.19,0.0560639697,8.3,ok
0.55,0.2,0.0377622529,8.5,ok
0.55,0.21,0.0642415801,8.4,ok
0.55,0.22,99.9999998083,44.0,ok
0.55,0.23,0.3510213759,8.9,ok
0.55,0.24,0.2094836966,8.3,ok
0.55,0.25,0.1264757402,6.4,ok
0.55,0.26,99.9999999361,57.3,ok
0.55,0.27,0.0661020302,6.9,ok
0.55,0.28,99.9999999925,87.3,ok
0.55,0.29,0.1012464165,8.3,ok
0.55,0.3,99.9999999818,47.6,ok
0.55,0.31,0.2208890146,7.8,ok
0.55,0.32,0.7326773603,8.7,ok
0.55,0.33,0.1648924831,8.6,ok
0.55,0.34,0.1082966212,6.7,ok
0.55,0.35,99.9999998851,67.6,ok
0.55,0.36,99.9999999314,50.6,ok
0.55,0.37,0.0740905544,8.0,ok
0.55,0.38,0.0759234035,8.1,ok
0.55,0.39,99.9999998183,59.7,ok
0.55,0.4,0.1379563441,7.9,ok
0.55,0.41,0.1685897815,7.2,ok
0.55,0.42,0.2566481763,6.6,ok
0.55,0.43,0.2739043992,8.1,ok
0.55,0.44,0.0888390482,7.7,ok
0.55,0.45,99.9999847747,49.2,ok
0.55,0.46,0.1849358967,8.8,ok
0.55,0.47,0.2266419088,8.5,ok
0.55,0.48,0.0269199565,8.5,ok
0.55,0.49,0.1309181438,8.7,ok
0.55,0.5,1.4421167816,8.2,ok
0.6,0.0,0.0128405760,9.1,ok
0.6,0.01,0.0468546033,7.8,ok
0.6,0.02,99.9999997766,50.6,ok
0.6,0.03,99.9999994495,47.2,ok
0.6,0.04,0.0471579199,7.5,ok
0.6,0.05,0.0244189438,8.6,ok
0.6,0.06,0.0281987296,8.6,ok
0.6,0.07,0.2617332532,8.6,ok
0.6,0.08,99.9999999757,77.6,ok
0.6,0.09,0.1915325478,7.5,ok
0.6,0.1,0.4348635610,8.0,ok
0.6,0.11,0.0751119165,7.8,ok
0.6,0.12,0.4589976540,5.8,ok
0.6,0.13,99.9999998690,68.0,ok
0.6,0.14,99.9999998875,40.3,ok
0.6,0.15,0.2252315490,8.4,ok
0.6,0.16,99.9999995868,36.6,ok
0.6,0.17,99.9999999087,50.5,ok
0.6,0.18,0.1578708100,6.4,ok
0.6,0.19,99.9999974961,36.4,ok
0.6,0.2,0.0454000499,8.4,ok
0.6,0.21,0.1116423028,7.6,ok
