alpha,beta,relative_drift_%,wall_time_s,status
0.05,0.0,0.0025452761,5.7,ok
0.05,0.01,0.0019616611,5.7,ok
0.05,0.02,0.0019485098,5.9,ok
0.05,0.03,0.0019788745,5.9,ok
0.05,0.04,0.0019491268,5.7,ok
0.05,0.05,0.0030704246,5.8,ok
0.05,0.06,0.0024185836,5.8,ok
0.05,0.07,0.0029660552,5.8,ok
0.05,0.08,0.0019259089,5.8,ok
0.05,0.09,0.0034341754,6.1,ok
0.05,0.1,0.0022653511,5.8,ok
0.05,0.11,0.0019158218,6.1,ok
0.05,0.12,0.0019233383,5.8,ok
0.05,0.13,0.0019183512,5.8,ok
0.05,0.14,0.0021813316,5.9,ok
0.05,0.15,0.0019073901,5.8,ok
0.05,0.16,0.0020369521,5.8,ok
0.05,0.17,0.0022621743,6.1,ok
0.05,0.18,0.0020026369,5.7,ok
0.05,0.19,0.0018983312,5.8,ok
0.05,0.2,0.0020458130,5.8,ok
0.05,0.21,0.0018892723,5.7,ok
0.05,0.22,0.0025457923,5.8,ok
0.05,0.23,0.0040361779,6.1,ok
0.05,0.24,0.0020582789,5.7,ok
0.05,0.25,0.0018774063,6.1,ok
0.05,0.26,0.0018752881,6.1,ok
0.05,0.27,0.0024210941,5.8,ok
0.05,0.28,0.0020768806,6.1,ok
0.05,0.29,0.0018674220,6.1,ok
0.05,0.3,0.0018653655,5.8,ok
0.05,0.31,0.0018679772,5.8,ok
0.05,0.32,0.0018664349,5.8,ok
0.05,0.33,0.0019424242,5.8,ok
0.05,0.34,0.0021236776,5.8,ok
0.05,0.35,0.0018584762,5.8,ok
0.05,0.36,0.0033929288,5.7,ok
0.05,0.37,0.0018555971,5.8,ok
0.05,0.38,0.0024428993,5.8,ok
0.05,0.39,0.0018477926,6.1,ok
0.05,0.4,0.0018504764,5.8,ok
0.05,0.41,0.0020039664,5.7,ok
0.05,0.42,0.0018468467,5.8,ok
0.05,0.43,0.0018407594,5.8,ok
0.05,0.44,0.0019207795,5.8,ok
0.05,0.45,0.0018424252,5.8,ok
0.05,0.46,0.0018425897,6.0,ok
0.05,0.47,0.0023257170,5.7,ok
0.05,0.48,0.0018357107,5.8,ok
0.05,0.49,0.0018301273,5.8,ok
0.05,0.5,0.0032013165,5.8,ok
0.1,0.0,0.0020858555,5.8,ok
0.1,0.01,0.0019613835,5.8,ok
0.1,0.02,0.0019498568,5.8,ok
0.1,0.03,0.0024695045,5.9,ok
0.1,0.04,0.0019487875,5.8,ok
0.1,0.05,0.0043216236,5.8,ok
0.1,0.06,0.0019430601,5.9,ok
0.1,0.07,0.0019375692,5.7,ok
0.1,0.08,0.0019271531,5.7,ok
0.1,0.09,0.0019317185,5.7,ok
0.1,0.1,0.0019275747,6.2,ok
0.1,0.11,0.0019149786,5.8,ok
0.1,0.12,0.0019203152,6.1,ok
0.1,0.13,0.0019183615,6.1,ok
0.1,0.14,0.0028692683,5.8,ok
0.1,0.15,0.0019082641,6.1,ok
0.1,0.16,0.0022707294,5.7,ok
0.1,0.17,0.0019031331,5.7,ok
0.1,0.18,0.0019465356,5.8,ok
0.1,0.19,0.0018988865,5.7,ok
0.1,0.2,0.0018968814,6.1,ok
0.1,0.21,0.0018887685,5.8,ok
0.1,0.22,0.0018863932,6.1,ok
0.1,0.23,0.0018886142,6.1,ok
0.1,0.24,0.0024270887,5.8,ok
0.1,0.25,0.0018759153,6.2,ok
0.1,0.26,0.0018760901,5.8,ok
0.1,0.27,0.0021787924,6.2,ok
0.1,0.28,0.0018746403,5.7,ok
0.1,0.29,0.0018669078,6.1,ok
0.1,0.3,0.0018661881,5.8,ok
0.1,0.31,0.0018684091,5.7,ok
0.1,0.32,0.0018664554,5.8,ok
0.1,0.33,0.0018604813,5.8,ok
0.1,0.34,0.0019988352,5.8,ok
0.1,0.35,0.0018590417,5.8,ok
0.1,0.36,0.0031281360,6.3,ok
0.1,0.37,0.0018554428,5.8,ok
0.1,0.38,0.0023172703,5.8,ok
0.1,0.39,0.0018485433,5.8,ok
0.1,0.4,0.0018509288,5.8,ok
0.1,0.41,0.0019809074,5.8,ok
0.1,0.42,0.0018466924,6.2,ok
0.1,0.43,0.0018403275,5.9,ok
0.1,0.44,0.0018404201,6.2,ok
0.1,0.45,0.0018428879,5.8,ok
0.1,0.46,0.0021531327,6.1,ok
0.1,0.47,0.0020807991,5.8,ok
0.1,0.48,0.0018353919,5.8,ok
0.1,0.49,0.0021230138,5.8,ok
0.1,0.5,0.0019685890,5.8,ok
0.15,0.0,0.0019667613,5.8,ok
0.15,0.01,0.0019610339,6.1,ok
0.15,0.02,0.0021055780,5.8,ok
0.15,0.03,0.0020281698,6.1,ok
0.15,0.04,0.0042492891,5.8,ok
0.15,0.05,0.0021740405,6.1,ok
0.15,0.06,0.0019434817,6.1,ok
0.15,0.07,0.0019372094,6.1,ok
0.15,0.08,0.0019283356,5.7,ok
0.15,0.09,0.0025428297,5.8,ok
0.15,0.1,0.0019273279,5.7,ok
0.15,0.11,0.0026634462,5.8,ok
0.15,0.12,0.0034352246,6.2,ok
0.15,0.13,0.0019183410,5.7,ok
0.15,0.14,0.0021539590,6.2,ok
0.15,0.15,0.0019090661,5.8,ok
0.15,0.16,0.0032050569,6.1,ok
0.15,0.17,0.0019027835,5.8,ok
0.15,0.18,0.0021466945,6.1,ok
0.15,0.19,0.0018994109,5.8,ok
0.15,0.2,0.0018968505,6.2,ok
0.15,0.21,0.0018882235,6.1,ok
0.15,0.22,0.0018872261,5.8,ok
0.15,0.23,0.0018889844,5.8,ok
0.15,0.24,0.0024495051,5.7,ok
0.15,0.25,0.0032168009,5.7,ok
0.15,0.26,0.0018768613,5.6,ok
0.15,0.27,0.0022791002,5.8,ok
0.15,0.28,0.0019343828,5.8,ok
0.15,0.29,0.0018663834,5.9,ok
0.15,0.3,0.0018669593,5.8,ok
0.15,0.31,0.0018687793,5.7,ok
0.15,0.32,0.0018664451,5.7,ok
0.15,0.33,0.0026411904,5.8,ok
0.15,0.34,0.0019587892,5.8,ok
0.15,0.35,0.0018595558,5.9,ok
0.15,0.36,0.0036432562,5.8,ok
0.15,0.37,0.0018552886,6.1,ok
0.15,0.38,0.0022368698,6.1,ok
0.15,0.39,0.0025045441,5.7,ok
0.15,0.4,0.0018513504,5.8,ok
0.15,0.41,0.0019240852,5.8,ok
0.15,0.42,0.0018465176,5.8,ok
0.15,0.43,0.0018398340,5.8,ok
0.15,0.44,0.0018411399,5.8,ok
0.15,0.45,0.0021019916,6.1,ok
0.15,0.46,0.0018429804,5.8,ok
0.15,0.47,0.0020641518,5.8,ok
0.15,0.48,0.0021238425,5.8,ok
0.15,0.49,0.0019420751,5.7,ok
0.15,0.5,0.0018349395,6.1,ok
0.2,0.0,0.0032331166,5.9,ok
0.2,0.01,0.0019606226,6.2,ok
0.2,0.02,0.0021549041,6.1,ok
0.2,0.03,0.0019554094,5.7,ok
0.2,0.04,0.0033845814,6.1,ok
0.2,0.05,0.0027597122,5.7,ok
0.2,0.06,0.0019438210,5.8,ok
0.2,0.07,0.0019367672,5.8,ok
0.2,0.08,0.0019294769,5.8,ok
0.2,0.09,0.0019326028,5.8,ok
0.2,0.1,0.0019270297,5.8,ok
0.2,0.11,0.0026931466,5.8,ok
0.2,0.12,0.0019215080,5.8,ok
0.2,0.13,0.0019182381,5.8,ok
0.2,0.14,0.0025588199,5.8,ok
0.2,0.15,0.0019098373,5.8,ok
0.2,0.16,0.0019348243,5.8,ok
0.2,0.17,0.0019064750,5.8,ok
0.2,0.18,0.0018967066,5.8,ok
0.2,0.19,0.0018998839,5.8,ok
0.2,0.2,0.0026602437,5.8,ok
0.2,0.21,0.0029631261,5.8,ok
0.2,0.22,0.0027015444,5.8,ok
0.2,0.23,0.0018893134,5.8,ok
0.2,0.24,0.0034899709,5.8,ok
0.2,0.25,0.0021563248,5.8,ok
0.2,0.26,0.0029189211,5.7,ok
0.2,0.27,0.0022889716,5.8,ok
0.2,0.28,0.0025064509,5.8,ok
0.2,0.29,0.0026985733,5.8,ok
0.2,0.3,0.0018676893,5.8,ok
0.2,0.31,0.0018691392,5.8,ok
0.2,0.32,0.0018664040,5.8,ok
0.2,0.33,0.0018596690,5.8,ok
0.2,0.34,0.0019164758,5.7,ok
0.2,0.35,0.0031140565,6.2,ok
0.2,0.36,0.0024419376,5.8,ok
0.2,0.37,0.0018550830,6.1,ok
0.2,0.38,0.0018475356,5.8,ok
0.2,0.39,0.0022719441,5.7,ok
0.2,0.4,0.0018517411,5.8,ok
0.2,0.41,0.0023158307,5.8,ok
0.2,0.42,0.0018643633,5.9,ok
0.2,0.43,0.0025506006,6.2,ok
0.2,0.44,0.0028651230,5.7,ok
0.2,0.45,0.0018437413,5.9,ok
0.2,0.46,0.0018431038,5.7,ok
0.2,0.47,0.0020452372,5.8,ok
0.2,0.48,0.0018500240,5.9,ok
0.2,0.49,0.0018325334,5.9,ok
0.2,0.5,0.0018401476,5.8,ok
0.25,0.0,0.0019676661,6.0,ok
0.25,0.01,0.0019601290,5.7,ok
0.25,0.02,0.0020306274,5.8,ok
0.25,0.03,0.0019557281,5.8,ok
0.25,0.04,0.0027230343,5.8,ok
0.25,0.05,0.0029409447,6.1,ok
0.25,0.06,0.0026934709,5.8,ok
0.25,0.07,0.0019362839,5.8,ok
0.25,0.08,0.0024491316,6.1,ok
0.25,0.09,0.0019329627,6.2,ok
0.25,0.1,0.0019266904,5.8,ok
0.25,0.11,0.0020588541,6.1,ok
0.25,0.12,0.0019220118,5.8,ok
0.25,0.13,0.0019181250,5.8,ok
0.25,0.14,0.0019065881,5.8,ok
0.25,0.15,0.0019105468,5.8,ok
0.25,0.16,0.0019096934,5.8,ok
0.25,0.17,0.0019335077,6.1,ok
0.25,0.18,0.0018976937,5.8,ok
0.25,0.19,0.0019003054,5.8,ok
0.25,0.2,0.0018966757,5.8,ok
0.25,0.21,0.0018869896,5.8,ok
0.25,0.22,0.0022313060,5.8,ok
0.25,0.23,0.0027336675,5.7,ok
0.25,0.24,0.0018848714,6.1,ok
0.25,0.25,0.0018740028,6.1,ok
0.25,0.26,0.0018782700,5.8,ok
0.25,0.27,0.0024712531,5.8,ok
0.25,0.28,0.0021840881,6.1,ok
0.25,0.29,0.0019916217,6.2,ok
0.25,0.3,0.0018683988,6.1,ok
0.25,0.31,0.0018694476,5.8,ok
0.25,0.32,0.0018663423,6.2,ok
0.25,0.33,0.0018592165,5.8,ok
0.25,0.34,0.0023617479,6.1,ok
0.25,0.35,0.0019310296,6.2,ok
0.25,0.36,0.0025103639,5.8,ok
0.25,0.37,0.0018548567,5.9,ok
0.25,0.38,0.0020792462,5.7,ok
0.25,0.39,0.0018506306,5.8,ok
0.25,0.4,0.0018521113,5.8,ok
0.25,0.41,0.0025856634,5.9,ok
0.25,0.42,0.0029922737,5.8,ok
0.25,0.43,0.0018387852,6.1,ok
0.25,0.44,0.0018424766,5.7,ok
0.25,0.45,0.0018441218,5.7,ok
0.25,0.46,0.0018432375,5.7,ok
0.25,0.47,0.0020293148,5.7,ok
0.25,0.48,0.0019100430,6.1,ok
0.25,0.49,0.0018332840,6.0,ok
0.25,0.5,0.0021070554,5.7,ok
0.3,0.0,0.0019680157,5.7,ok
0.3,0.01,0.0019595635,5.8,ok
0.3,0.02,0.0021355109,5.8,ok
0.3,0.03,0.0019559338,5.8,ok
0.3,0.04,0.0028136756,6.1,ok
0.3,0.05,0.0034458561,6.2,ok
0.3,0.06,0.0019443351,5.7,ok
0.3,0.07,0.0019357390,6.1,ok
0.3,0.08,0.0022951811,5.7,ok
0.3,0.09,0.0020341753,5.7,ok
0.3,0.1,0.0019263099,5.7,ok
0.3,0.11,0.0021784625,5.8,ok
0.3,0.12,0.0023415975,6.1,ok
0.3,0.13,0.0027049060,5.7,ok
0.3,0.14,0.0036064630,6.1,ok
0.3,0.15,0.0019112255,6.1,ok
0.3,0.16,0.0028860566,6.2,ok
0.3,0.17,0.0019561806,5.7,ok
0.3,0.18,0.0021536713,5.8,ok
0.3,0.19,0.0019006962,5.6,ok
0.3,0.2,0.0018965215,5.8,ok
0.3,0.21,0.0018863007,5.8,ok
0.3,0.22,0.0018895397,6.1,ok
0.3,0.23,0.0018898173,6.1,ok
0.3,0.24,0.0029645350,6.0,ok
0.3,0.25,0.0025074175,5.7,ok
0.3,0.26,0.0038258756,6.1,ok
0.3,0.27,0.0018788150,5.8,ok
0.3,0.28,0.0018739617,5.8,ok
0.3,0.29,0.0027404959,5.8,ok
0.3,0.3,0.0026373448,5.7,ok
0.3,0.31,0.0018697458,5.7,ok
0.3,0.32,0.0018662189,5.7,ok
0.3,0.33,0.0018587127,5.7,ok
0.3,0.34,0.0024068068,6.0,ok
0.3,0.35,0.0019495090,5.8,ok
0.3,0.36,0.0020734722,5.8,ok
0.3,0.37,0.0018545791,5.8,ok
0.3,0.38,0.0018469495,5.8,ok
0.3,0.39,0.0022712448,5.8,ok
0.3,0.4,0.0018524301,5.7,ok
0.3,0.41,0.0018505586,5.8,ok
0.3,0.42,0.0018457670,5.8,ok
0.3,0.43,0.0018390731,5.8,ok
0.3,0.44,0.0032309355,5.7,ok
0.3,0.45,0.0018444817,5.8,ok
0.3,0.46,0.0018433198,5.7,ok
0.3,0.47,0.0020122870,5.7,ok
0.3,0.48,0.0019540110,5.7,ok
0.3,0.49,0.0018340038,6.1,ok
0.3,0.5,0.0019682342,5.8,ok
0.35,0.0,0.0019682831,5.7,ok
0.35,0.01,0.0021753048,5.7,ok
0.35,0.02,0.0033810541,5.7,ok
0.35,0.03,0.0020094758,5.8,ok
0.35,0.04,0.0024936472,5.8,ok
0.35,0.05,0.0036545435,5.8,ok
0.35,0.06,0.0019445099,5.8,ok
0.35,0.07,0.0028985185,5.8,ok
0.35,0.08,0.0019325308,5.7,ok
0.35,0.09,0.0020395326,5.7,ok
0.35,0.1,0.0019258472,5.9,ok
0.35,0.11,0.0019682120,5.8,ok
0.35,0.12,0.0021286941,5.8,ok
0.35,0.13,0.0019176520,5.8,ok
0.35,0.14,0.0020267620,5.8,ok
0.35,0.15,0.0019118116,5.8,ok
0.35,0.16,0.0019097551,5.8,ok
0.35,0.17,0.0019744628,6.1,ok
0.35,0.18,0.0018995034,6.1,ok
0.35,0.19,0.0019010252,5.8,ok
0.35,0.2,0.0018963261,6.1,ok
0.35,0.21,0.0018855809,5.7,ok
0.35,0.22,0.0018902183,5.8,ok
0.35,0.23,0.0018900127,5.7,ok
0.35,0.24,0.0018833907,5.8,ok
0.35,0.25,0.0022445298,5.8,ok
0.35,0.26,0.0022814344,5.7,ok
0.35,0.27,0.0021277026,5.8,ok
0.35,0.28,0.0034966448,5.7,ok
0.35,0.29,0.0023888324,5.8,ok
0.35,0.3,0.0019063934,5.8,ok
0.35,0.31,0.0018699823,5.8,ok
0.35,0.32,0.0018660750,5.8,ok
0.35,0.33,0.0018581677,5.8,ok
0.35,0.34,0.0018752575,5.7,ok
0.35,0.35,0.0019689823,5.7,ok
0.35,0.36,0.0018595353,5.8,ok
0.35,0.37,0.0018542912,5.8,ok
0.35,0.38,0.0018478955,5.7,ok
0.35,0.39,0.0018518748,5.7,ok
0.35,0.4,0.0018527283,5.7,ok
0.35,0.41,0.0024477278,5.7,ok
0.35,0.42,0.0018454482,5.7,ok
0.35,0.43,0.0018399471,5.7,ok
0.35,0.44,0.0021684488,5.7,ok
0.35,0.45,0.0018448210,5.6,ok
0.35,0.46,0.0032315679,5.7,ok
0.35,0.47,0.0019917786,5.7,ok
0.35,0.48,0.0019955111,5.7,ok
0.35,0.49,0.0018346824,5.8,ok
0.35,0.5,0.0023692908,5.8,ok
0.4,0.0,0.0019684784,5.7,ok
0.4,0.01,0.0041326370,5.7,ok
0.4,0.02,0.0029589575,5.7,ok
0.4,0.03,0.0026708898,5.8,ok
0.4,0.04,0.0027682878,5.8,ok
0.4,0.05,0.0031376013,5.8,ok
0.4,0.06,0.0033022582,5.8,ok
0.4,0.07,0.0019344228,5.7,ok
0.4,0.08,0.0019334254,5.7,ok
0.4,0.09,0.0019337236,5.8,ok
0.4,0.1,0.0019253125,5.7,ok
0.4,0.11,0.0035062061,5.7,ok
0.4,0.12,0.0019232046,5.7,ok
0.4,0.13,0.0019173641,5.7,ok
0.4,0.14,0.0044011895,5.8,ok
0.4,0.15,0.0019123977,5.8,ok
0.4,0.16,0.0026999294,5.8,ok
0.4,0.17,0.0022026103,5.8,ok
0.4,0.18,0.0019003363,6.1,ok
0.4,0.19,0.0019013131,5.8,ok
0.4,0.2,0.0018960691,5.7,ok
0.4,0.21,0.0042022397,5.8,ok
0.4,0.22,0.0018908661,5.8,ok
0.4,0.23,0.0024717978,6.1,ok
0.4,0.24,0.0025329030,5.7,ok
0.4,0.25,0.0018761518,6.1,ok
0.4,0.26,0.0026294217,5.7,ok
0.4,0.27,0.0018790926,5.7,ok
0.4,0.28,0.0023161489,5.8,ok
0.4,0.29,0.0026288462,5.8,ok
0.4,0.3,0.0033729851,6.0,ok
0.4,0.31,0.0018701777,5.7,ok
0.4,0.32,0.0018658693,5.7,ok
0.4,0.33,0.0020594312,5.7,ok
0.4,0.34,0.0020559504,5.7,ok
0.4,0.35,0.0019787684,5.7,ok
0.4,0.36,0.0018654273,5.7,ok
0.4,0.37,0.0018539827,5.8,ok
0.4,0.38,0.0018487695,5.7,ok
0.4,0.39,0.0018524506,5.8,ok
0.4,0.4,0.0018530059,5.8,ok
0.4,0.41,0.0018505072,5.8,ok
0.4,0.42,0.0028002441,5.8,ok
0.4,0.43,0.0022467631,6.0,ok
0.4,0.44,0.0019634166,5.7,ok
0.4,0.45,0.0019936757,5.8,ok
0.4,0.46,0.0018434020,5.7,ok
0.4,0.47,0.0019716866,5.7,ok
0.4,0.48,0.0024210030,5.8,ok
0.4,0.49,0.0018353714,5.8,ok
0.4,0.5,0.0019309576,5.7,ok
0.45,0.0,0.0020964055,5.7,ok
0.45,0.01,0.0019574042,6.1,ok
0.45,0.02,0.0021378553,5.7,ok
0.45,0.03,0.0022231503,5.8,ok
0.45,0.04,0.0031965433,5.7,ok
0.45,0.05,0.0040494196,5.7,ok
0.45,0.06,0.0026889980,6.1,ok
0.45,0.07,0.0019337030,5.8,ok
0.45,0.08,0.0019342686,6.0,ok
0.45,0.09,0.0019338470,5.8,ok
0.45,0.1,0.0019247264,5.7,ok
0.45,0.11,0.0032687270,5.8,ok
0.45,0.12,0.0024325377,5.8,ok
0.45,0.13,0.0019170145,6.1,ok
0.45,0.14,0.0024489286,5.8,ok
0.45,0.15,0.0019129015,6.2,ok
0.45,0.16,0.0024242501,5.9,ok
0.45,0.17,0.0023646803,6.1,ok
0.45,0.18,0.0020541959,5.8,ok
0.45,0.19,0.0019015393,6.1,ok
0.45,0.2,0.0026523620,5.7,ok
0.45,0.21,0.0023190586,5.9,ok
0.45,0.22,0.0053574556,5.8,ok
0.45,0.23,0.0018902492,5.8,ok
0.45,0.24,0.0019456834,5.8,ok
0.45,0.25,0.0018771184,5.8,ok
0.45,0.26,0.0018806247,6.1,ok
0.45,0.27,0.0036121914,6.1,ok
0.45,0.28,0.0018730259,5.8,ok
0.45,0.29,0.0018671032,6.1,ok
0.45,0.3,0.0018708769,5.8,ok
0.45,0.31,0.0018703422,5.7,ok
0.45,0.32,0.0018656637,5.8,ok
0.45,0.33,0.0018569647,5.7,ok
0.45,0.34,0.0018608514,5.8,ok
0.45,0.35,0.0021352404,5.8,ok
0.45,0.36,0.0019738173,5.7,ok
0.45,0.37,0.0030264275,5.8,ok
0.45,0.38,0.0018496229,5.7,ok
0.45,0.39,0.0018529853,6.1,ok
0.45,0.4,0.0018532115,6.1,ok
0.45,0.41,0.0018504147,5.7,ok
0.45,0.42,0.0018447182,5.8,ok
0.45,0.43,0.0018416026,5.8,ok
0.45,0.44,0.0021866057,5.7,ok
0.45,0.45,0.0027023887,5.8,ok
0.45,0.46,0.0018496847,5.7,ok
0.45,0.47,0.0019456256,5.7,ok
0.45,0.48,0.0020610002,5.7,ok
0.45,0.49,0.0022001168,5.7,ok
0.45,0.5,0.0018377672,5.8,ok
0.5,0.0,0.0019686635,5.7,ok
0.5,0.01,0.0023417098,5.8,ok
0.5,0.02,0.0024020589,5.8,ok
0.5,0.03,0.0024274675,6.1,ok
0.5,0.04,0.0027369462,5.8,ok
0.5,0.05,0.0025325261,5.7,ok
0.5,0.06,0.0023203529,5.7,ok
0.5,0.07,0.0032368237,6.1,ok
0.5,0.08,0.0053696006,5.8,ok
0.5,0.09,0.0019338881,6.2,ok
0.5,0.1,0.0019240889,5.9,ok
0.5,0.11,0.0019230504,5.8,ok
0.5,0.12,0.0019237187,5.8,ok
0.5,0.13,0.0019165827,5.8,ok
0.5,0.14,0.0019883149,5.9,ok
0.5,0.15,0.0019133642,5.8,ok
0.5,0.16,0.0019094980,5.9,ok
0.5,0.17,0.0029455171,5.8,ok
0.5,0.18,0.0019018478,5.8,ok
0.5,0.19,0.0019017553,5.8,ok
0.5,0.2,0.0018954110,5.8,ok
0.5,0.21,0.0029185712,5.8,ok
0.5,0.22,0.0025606198,5.7,ok
0.5,0.23,0.0018893546,6.1,ok
0.5,0.24,0.0018822699,6.0,ok
0.5,0.25,0.0024014027,5.8,ok
0.5,0.26,0.0021159227,6.1,ok
0.5,0.27,0.0018792366,5.7,ok
0.5,0.28,0.0021671422,5.8,ok
0.5,0.29,0.0018680389,5.8,ok
0.5,0.3,0.0020344535,5.6,ok
0.5,0.31,0.0018704656,5.8,ok
0.5,0.32,0.0018653758,5.8,ok
0.5,0.33,0.0018897048,5.7,ok
0.5,0.34,0.0018614890,5.8,ok
0.5,0.35,0.0036683407,5.8,ok
0.5,0.36,0.0018594530,5.8,ok
0.5,0.37,0.0024462411,5.8,ok
0.5,0.38,0.0018504455,5.8,ok
0.5,0.39,0.0018535097,6.1,ok
0.5,0.4,0.0019476615,5.7,ok
0.5,0.41,0.0018503119,6.1,ok
0.5,0.42,0.0018443377,6.0,ok
0.5,0.43,0.0018423840,5.7,ok
0.5,0.44,0.0019934010,5.8,ok
0.5,0.45,0.0042682809,5.8,ok
0.5,0.46,0.0019791208,5.7,ok
0.5,0.47,0.0019236467,6.1,ok
0.5,0.48,0.0020826346,5.7,ok
0.5,0.49,0.0032481798,5.8,ok
0.5,0.5,0.0024336246,5.8,ok
0.55,0.0,0.0019686532,5.8,ok
0.55,0.01,0.0019556356,6.2,ok
0.55,0.02,0.0036530725,5.8,ok
0.55,0.03,0.0025806077,5.7,ok
0.55,0.04,0.0019426899,5.8,ok
0.55,0.05,0.0032509371,5.8,ok
0.55,0.06,0.0019444997,5.8,ok
0.55,0.07,0.0054230265,6.1,ok
0.55,0.08,0.0028301900,5.7,ok
0.55,0.09,0.0029501274,6.1,ok
0.55,0.1,0.0029548559,5.8,ok
0.55,0.11,0.0019238832,6.1,ok
0.55,0.12,0.0028878454,6.1,ok
0.55,0.13,0.0026700430,5.7,ok
0.55,0.14,0.0028223861,5.8,ok
0.55,0.15,0.0029153187,5.8,ok
0.55,0.16,0.0019093129,5.8,ok
0.55,0.17,0.0020269755,5.8,ok
0.55,0.18,0.0019070713,6.2,ok
0.55,0.19,0.0019018890,5.8,ok
0.55,0.2,0.0024146362,5.7,ok
0.55,0.21,0.0018890975,5.8,ok
0.55,0.22,0.0041304804,5.8,ok
0.55,0.23,0.0023836031,6.1,ok
0.55,0.24,0.0018818072,5.8,ok
0.55,0.25,0.0018789384,5.7,ok
0.55,0.26,0.0018815399,6.2,ok
0.55,0.27,0.0018792263,5.7,ok
0.55,0.28,0.0018721931,5.8,ok
0.55,0.29,0.0020471395,5.8,ok
0.55,0.3,0.0018718743,5.8,ok
0.55,0.31,0.0020960258,5.8,ok
0.55,0.32,0.0018650673,5.8,ok
0.55,0.33,0.0018579415,5.8,ok
0.55,0.34,0.0018621162,5.7,ok
0.55,0.35,0.0020568912,5.7,ok
0.55,0.36,0.0018593605,5.8,ok
0.55,0.37,0.0018527488,5.7,ok
0.55,0.38,0.0018512681,5.7,ok
0.55,0.39,0.0018540033,5.8,ok
0.55,0.4,0.0019077664,5.8,ok
0.55,0.41,0.0018501988,6.1,ok
0.55,0.42,0.0018439059,6.1,ok
0.55,0.43,0.0018431655,5.7,ok
0.55,0.44,0.0018458184,5.8,ok
0.55,0.45,0.0018458287,5.8,ok
0.55,0.46,0.0018433095,5.8,ok
0.55,0.47,0.0019008299,5.8,ok
0.55,0.48,0.0020913541,5.8,ok
0.55,0.49,0.0018372325,5.7,ok
0.55,0.5,0.0019053850,5.8,ok
0.6,0.0,0.0025641037,5.8,ok
0.6,0.01,0.0019546176,5.7,ok
0.6,0.02,0.0020136608,5.7,ok
0.6,0.03,0.0025381916,5.8,ok
0.6,0.04,0.0032144440,5.8,ok
0.6,0.05,0.0026419363,5.7,ok
0.6,0.06,0.0027249257,5.8,ok
0.6,0.07,0.0025081256,5.8,ok
0.6,0.08,0.0023857815,5.8,ok
0.6,0.09,0.0022237677,5.8,ok
0.6,0.1,0.0023620498,5.8,ok
0.6,0.11,0.0019246750,5.7,ok
0.6,0.12,0.0031195455,5.8,ok
0.6,0.13,0.0020565714,5.7,ok
0.6,0.14,0.0020916046,5.8,ok
0.6,0.15,0.0035242576,5.8,ok
0.6,0.16,0.0027523198,5.8,ok
0.6,0.17,0.0020163537,5.6,ok
0.6,0.18,0.0019502784,5.7,ok
0.6,0.19,0.0019019918,6.1,ok
0.6,0.2,0.0018945781,5.8,ok
0.6,0.21,0.0019276576,5.7,ok
