alpha,beta,relative_drift_%,std_dev_%,wall_time_s,status
0.4,0.4,3.9392659049,0.2416097413,0.0,resume_from_csv
0.4,0.5,3.9386767335,0.2315234388,0.0,resume_from_csv
0.4,0.6,3.9384481064,0.2249579140,2.5,ok
0.4,0.7,3.9384788884,0.2220242375,2.6,ok
0.4,0.8,3.9386580541,0.2197238346,2.6,ok
0.4,0.9,3.9391280766,0.2181176302,2.6,ok
0.4,1.0,3.9408444111,0.2158820745,2.6,ok
0.4,1.1,3.9413988758,0.2140922734,2.6,ok
0.4,1.2,3.9419391295,0.2130185770,2.6,ok
0.4,1.3,3.9412969574,0.2113678016,2.6,ok
0.4,1.4,3.9402208458,0.2097749804,2.6,ok
0.4,1.5,3.9395010284,0.2093007905,2.6,ok
0.4,1.6,3.9380055710,0.2080992725,2.5,ok
0.4,1.7,3.9367069260,0.2072840057,2.6,ok
0.4,1.8,3.9366248442,0.2061331868,2.7,ok
0.4,1.9,3.9357555672,0.2054657593,2.6,ok
0.4,2.0,3.9357457203,0.2041561700,2.6,ok
0.5,0.0,3.9523236519,0.3289189178,0.0,resume_from_csv
0.5,0.1,3.9458308262,0.2749341704,0.0,resume_from_csv
0.5,0.2,3.9432167760,0.2557272182,0.0,resume_from_csv
0.5,0.3,3.9417060826,0.2438618915,0.0,resume_from_csv
0.5,0.4,3.9405433740,0.2344344113,0.0,resume_from_csv
0.5,0.5,3.9394113229,0.2250485192,0.0,resume_from_csv
0.5,0.6,3.9394900351,0.2221563743,2.6,ok
0.5,0.7,3.9397978277,0.2199172268,2.6,ok
0.5,0.8,3.9401651344,0.2179724036,2.6,ok
0.5,0.9,3.9405169906,0.2158716070,2.6,ok
0.5,1.0,3.9406936060,0.2140701877,2.6,ok
0.5,1.1,3.9411606453,0.2129615872,2.6,ok
0.5,1.2,3.9413558984,0.2114404112,2.5,ok
0.5,1.3,3.9403151382,0.2098194788,2.5,ok
0.5,1.4,3.9392770512,0.2093527721,2.5,ok
0.5,1.5,3.9382178723,0.2082994609,2.6,ok
0.5,1.6,3.9369960755,0.2072904357,2.5,ok
0.5,1.7,3.9371229543,0.2062311797,2.6,ok
0.5,1.8,3.9357555672,0.2054979527,2.5,ok
0.5,1.9,3.9357457203,0.2042563785,2.5,ok
0.5,2.0,3.9357357586,0.2036144605,2.6,ok
0.6,0.0,3.9538301314,0.2982951501,0.0,resume_from_csv
0.6,0.1,3.9470919488,0.2593362571,0.0,resume_from_csv
0.6,0.2,3.9444447422,0.2474094430,0.0,resume_from_csv
0.6,0.3,3.9427946638,0.2363981079,0.0,resume_from_csv
0.6,0.4,3.9417921897,0.2275953834,0.0,resume_from_csv
0.6,0.5,3.9406114736,0.2224506958,0.0,resume_from_csv
0.6,0.6,3.9401538736,0.2198346892,2.5,ok
0.6,0.7,3.9400220702,0.2180707005,2.6,ok
0.6,0.8,3.9401092318,0.2159117333,2.5,ok
0.6,0.9,3.9403068408,0.2140738318,2.6,ok
0.6,1.0,3.9405394356,0.2129374815,2.6,ok
0.6,1.1,3.9410535453,0.2112339239,2.5,ok
0.6,1.2,3.9404164086,0.2101218144,2.6,ok
0.6,1.3,3.9394086272,0.2094145440,2.5,ok
0.6,1.4,3.9384291402,0.2083227651,2.6,ok
0.6,1.5,3.9372851469,0.2072144120,2.5,ok
0.6,1.6,3.9360178395,0.2063835938,2.6,ok
0.6,1.7,3.9357555672,0.2055040675,2.6,ok
0.6,1.8,3.9357457203,0.2038814220,2.5,ok
0.6,1.9,3.9357357586,0.2034653388,2.6,ok
0.6,2.0,3.9357256631,0.2025523157,2.6,ok
0.7,0.0,3.9550861511,0.2783800847,0.0,resume_from_csv
0.7,0.1,3.9482735378,0.2508883061,0.0,resume_from_csv
0.7,0.2,3.9455431827,0.2408711890,0.0,resume_from_csv
0.7,0.3,3.9435338740,0.2305729740,0.0,resume_from_csv
0.7,0.4,3.9421680649,0.2222732766,0.0,resume_from_csv
0.7,0.5,3.9407971507,0.2200047332,0.0,resume_from_csv
0.7,0.6,3.9401115260,0.2181390504,2.6,ok
0.7,0.7,3.9399414088,0.2160488385,2.6,ok
0.7,0.8,3.9399582523,0.2141877911,2.6,ok
0.7,0.9,3.9400758317,0.2128643175,2.6,ok
0.7,1.0,3.9403527251,0.2112964898,2.6,ok
0.7,1.1,3.9405179848,0.2101820150,2.6,ok
0.7,1.2,3.9395403940,0.2094549987,2.5,ok
0.7,1.3,3.9385793214,0.2081912158,2.6,ok
0.7,1.4,3.9375741399,0.2071308958,2.6,ok
0.7,1.5,3.9363458260,0.2064490905,2.5,ok
0.7,1.6,3.9357555672,0.2053242790,2.5,ok
0.7,1.7,3.9357457203,0.2038174142,2.6,ok
0.7,1.8,3.9357357586,0.2036567516,2.5,ok
0.7,1.9,3.9357256631,0.2026307225,2.5,ok
0.7,2.0,3.9357154911,0.2020012711,2.5,ok
0.8,0.0,3.9561590820,0.2620373854,0.0,resume_from_csv
0.8,0.1,3.9490729714,0.2428460459,0.0,resume_from_csv
0.8,0.2,3.9463104513,0.2344152366,0.0,resume_from_csv
0.8,0.3,3.9438719030,0.2252887922,0.0,resume_from_csv
0.8,0.4,3.9424260772,0.2200534835,0.0,resume_from_csv
0.8,0.5,3.9409828080,0.2177927387,0.0,resume_from_csv
0.8,0.6,3.9400680695,0.2159282879,2.6,ok
0.8,0.7,3.9398452420,0.2143579592,2.6,ok
0.8,0.8,3.9397753250,0.2128220833,2.6,ok
0.8,0.9,3.9398217643,0.2115220318,2.6,ok
0.8,1.0,3.9401307593,0.2101578036,2.6,ok
0.8,1.1,3.9396722178,0.2095713554,2.5,ok
0.8,1.2,3.9387295214,0.2084462344,2.5,ok
0.8,1.3,3.9378292325,0.2073311857,2.6,ok
0.8,1.4,3.9367116869,0.2064592018,2.6,ok
0.8,1.5,3.9357617813,0.2052916606,2.5,ok
0.8,1.6,3.9357457203,0.2039551171,2.6,ok
0.8,1.7,3.9357357586,0.2035396722,2.5,ok
0.8,1.8,3.9357256631,0.2026665813,2.6,ok
0.8,1.9,3.9357154911,0.2022121656,2.6,ok
0.8,2.0,3.9357052043,0.2015972865,2.5,ok
0.9,0.0,3.9569773434,0.2499788845,0.0,resume_from_csv
0.9,0.1,3.9493919804,0.2375618875,0.0,resume_from_csv
0.9,0.2,3.9467357823,0.2281032586,0.0,resume_from_csv
0.9,0.3,3.9441436703,0.2198839000,0.0,resume_from_csv
0.9,0.4,3.9426408251,0.2176188279,0.0,resume_from_csv
0.9,0.5,3.9411466890,0.2160277263,0.0,resume_from_csv
0.9,0.6,3.9400155699,0.2146047717,2.6,ok
0.9,0.7,3.9397268209,0.2129994225,2.6,ok
0.9,0.8,3.9395562817,0.2112867118,2.5,ok
0.9,0.9,3.9395420000,0.2101935171,2.6,ok
0.9,1.0,3.9398040031,0.2094696715,2.5,ok
0.9,1.1,3.9388796252,0.2084265955,2.6,ok
0.9,1.2,3.9379857251,0.2073316920,2.5,ok
0.9,1.3,3.9370774684,0.2063443591,2.5,ok
0.9,1.4,3.9358435013,0.2050591211,2.5,ok
0.9,1.5,3.9357457203,0.2039938956,2.5,ok
0.9,1.6,3.9357357586,0.2034180293,2.6,ok
0.9,1.7,3.9357256631,0.2027721933,2.5,ok
0.9,1.8,3.9357154911,0.2022568140,2.6,ok
0.9,1.9,3.9357052043,0.2016095533,2.6,ok
0.9,2.0,3.9356947838,0.2009343103,2.6,ok
1.0,0.0,3.9575189508,0.2402963839,0.0,resume_from_csv
1.0,0.1,3.9492177482,0.2312432339,0.0,resume_from_csv
1.0,0.2,3.9470603122,0.2225542249,0.0,resume_from_csv
1.0,0.3,3.9443400583,0.2182689601,0.0,resume_from_csv
1.0,0.4,3.9427629861,0.2162634479,0.0,resume_from_csv
1.0,0.5,3.9412703450,0.2147542802,0.0,resume_from_csv
1.0,0.6,3.9399459590,0.2128219097,2.6,ok
1.0,0.7,3.9395797596,0.2116432629,2.5,ok
1.0,0.8,3.9392974510,0.2103697146,2.6,ok
1.0,0.9,3.9392343013,0.2095358592,2.5,ok
1.0,1.0,3.9390298242,0.2084781207,2.5,ok
1.0,1.1,3.9381422362,0.2073064730,2.5,ok
1.0,1.2,3.9373097730,0.2063573741,2.5,ok
1.0,1.3,3.9362862288,0.2053427720,2.6,ok
1.0,1.4,3.9357457203,0.2040746680,2.6,ok
1.0,1.5,3.9357357586,0.2033812304,2.6,ok
1.0,1.6,3.9357256631,0.2026878242,2.6,ok
1.0,1.7,3.9357154911,0.2021097771,2.5,ok
1.0,1.8,3.9357052043,0.2016190221,2.6,ok
1.0,1.9,3.9356947838,0.2009927038,2.6,ok
1.0,2.0,3.9356842867,0.2005877151,2.6,ok
1.1,0.0,3.9577221452,0.2340699325,2.6,ok
1.1,0.1,3.9490990634,0.2254436065,2.6,ok
1.1,0.2,3.9472138691,0.2184219434,2.5,ok
1.1,0.3,3.9444566711,0.2163820837,2.5,ok
1.1,0.4,3.9428095181,0.2148258656,2.6,ok
1.1,0.5,3.9413383480,0.2131655573,2.6,ok
1.1,0.6,3.9398511688,0.2115790329,2.6,ok
1.1,0.7,3.9393982648,0.2105984627,2.6,ok
1.1,0.8,3.9389964042,0.2096835414,2.5,ok
1.1,0.9,3.9388965647,0.2084677329,2.6,ok
1.1,1.0,3.9382988234,0.2075729671,2.5,ok
1.1,1.1,3.9374608182,0.2063734928,2.6,ok
1.1,1.2,3.9367033506,0.2050478244,2.5,ok
1.1,1.3,3.9357457203,0.2041636925,2.5,ok
1.1,1.4,3.9357357586,0.2034045748,2.5,ok
1.1,1.5,3.9357256631,0.2026557625,2.6,ok
1.1,1.6,3.9357154911,0.2020625647,2.5,ok
1.1,1.7,3.9357052043,0.2016262241,2.6,ok
1.1,1.8,3.9356947838,0.2010869754,2.6,ok
1.1,1.9,3.9356842867,0.2005054240,2.6,ok
1.1,2.0,3.9356736176,0.2001458626,2.6,ok
1.2,0.0,3.9574768288,0.2279928038,2.5,ok
1.2,0.1,3.9496600274,0.2207044250,2.6,ok
1.2,0.2,3.9467472136,0.2165936538,2.6,ok
1.2,0.3,3.9444965488,0.2148559689,2.5,ok
1.2,0.4,3.9427826389,0.2133841080,2.6,ok
1.2,0.5,3.9412589697,0.2118950686,2.5,ok
1.2,0.6,3.9397238575,0.2106046004,2.6,ok
1.2,0.7,3.9391769255,0.2096487207,2.6,ok
1.2,0.8,3.9386513433,0.2084839837,2.5,ok
1.2,0.9,3.9384552570,0.2072827454,2.6,ok
1.2,1.0,3.9376114996,0.2062635987,2.6,ok
1.2,1.1,3.9368366162,0.2050629093,2.6,ok
1.2,1.2,3.9360091780,0.2040756924,2.5,ok
1.2,1.3,3.9357357586,0.2034772160,2.4,ok
1.2,1.4,3.9357256631,0.2027287139,2.6,ok
1.2,1.5,3.9357154911,0.2023222121,2.5,ok
1.2,1.6,3.9357052043,0.2016375689,2.5,ok
1.2,1.7,3.9356947838,0.2010198794,2.6,ok
1.2,1.8,3.9356842867,0.2003914394,2.6,ok
1.2,1.9,3.9356736176,0.1999973739,2.6,ok
1.2,2.0,3.9356629102,0.1995982262,2.5,ok
1.3,0.0,3.9566229129,0.2229261479,2.6,ok
1.3,0.1,3.9499887236,0.2164819038,2.6,ok
1.3,0.2,3.9461548843,0.2141358011,2.6,ok
1.3,0.3,3.9443250516,0.2132320676,2.6,ok
1.3,0.4,3.9426892498,0.2120253115,2.5,ok
1.3,0.5,3.9411069997,0.2106945035,2.6,ok
1.3,0.6,3.9395583083,0.2097600163,2.5,ok
1.3,0.7,3.9389113246,0.2084576606,2.6,ok
1.3,0.8,3.9382601642,0.2075024073,2.5,ok
1.3,0.9,3.9377621423,0.2061685715,2.5,ok
1.3,1.0,3.9369697667,0.2049816874,2.6,ok
1.3,1.1,3.9362718505,0.2041880275,2.5,ok
1.3,1.2,3.9357357586,0.2035548940,2.5,ok
1.3,1.3,3.9357256631,0.2027977527,2.6,ok
1.3,1.4,3.9357154911,0.2023589710,2.6,ok
1.3,1.5,3.9357052043,0.2016327979,2.6,ok
1.3,1.6,3.9356947838,0.2009636512,2.6,ok
1.3,1.7,3.9356842867,0.2004534943,2.6,ok
1.3,1.8,3.9356736176,0.1998933511,2.5,ok
1.3,1.9,3.9356629102,0.1994893914,2.6,ok
1.3,2.0,3.9356520881,0.1991952492,2.5,ok
1.4,0.0,3.9556814283,0.2183308020,2.5,ok
1.4,0.1,3.9499750375,0.2140239490,2.6,ok
1.4,0.2,3.9454730637,0.2124414292,2.6,ok
1.4,0.3,3.9435106848,0.2118952665,2.6,ok
1.4,0.4,3.9425180138,0.2103571372,2.6,ok
1.4,0.5,3.9409033909,0.2093874134,2.5,ok
1.4,0.6,3.9394789653,0.2084150443,2.6,ok
1.4,0.7,3.9386635604,0.2075510623,2.6,ok
1.4,0.8,3.9379218853,0.2065977410,2.5,ok
1.4,0.9,3.9373074786,0.2051827907,2.5,ok
1.4,1.0,3.9366262017,0.2044293557,2.5,ok
1.4,1.1,3.9358587975,0.2036833764,2.5,ok
1.4,1.2,3.9357256631,0.2029749532,2.6,ok
1.4,1.3,3.9357154911,0.2024480700,2.6,ok
1.4,1.4,3.9357052043,0.2017141930,2.6,ok
1.4,1.5,3.9356947838,0.2011173860,2.6,ok
1.4,1.6,3.9356842867,0.2005691702,2.6,ok
1.4,1.7,3.9356736176,0.1999231765,2.5,ok
1.4,1.8,3.9356629102,0.1995641914,2.6,ok
1.4,1.9,3.9356520881,0.1992752808,2.5,ok
1.4,2.0,3.9356411321,0.1990084752,2.6,ok
1.5,0.0,3.9553831408,0.2149846428,2.6,ok
1.5,0.1,3.9497196080,0.2119369977,2.6,ok
1.5,0.2,3.9447419315,0.2111511436,2.6,ok
1.5,0.3,3.9426549721,0.2100404308,2.6,ok
1.5,0.4,3.9414533622,0.2091915091,2.5,ok
1.5,0.5,3.9408176646,0.2084000418,2.6,ok
1.5,0.6,3.9395210076,0.2074540370,2.6,ok
1.5,0.7,3.9386050367,0.2066040310,2.5,ok
1.5,0.8,3.9378325019,0.2053992451,2.5,ok
1.5,0.9,3.9371682681,0.2042672270,2.6,ok
1.5,1.0,3.9364433764,0.2041391890,2.7,ok
1.5,1.1,3.9357256631,0.2030268803,2.5,ok
1.5,1.2,3.9357154911,0.2023728880,2.6,ok
1.5,1.3,3.9357052043,0.2017134917,2.5,ok
1.5,1.4,3.9356947838,0.2010231587,2.6,ok
1.5,1.5,3.9356842867,0.2005179181,2.6,ok
1.5,1.6,3.9356736176,0.2000350862,2.6,ok
1.5,1.7,3.9356629102,0.1996018469,2.5,ok
1.5,1.8,3.9356520881,0.1993457044,2.5,ok
1.5,1.9,3.9356411321,0.1990381500,2.6,ok
1.5,2.0,3.9356300806,0.1985227210,2.6,ok
1.6,0.0,3.9552363185,0.2118419739,2.6,ok
1.6,0.1,3.9496772115,0.2103602465,2.6,ok
1.6,0.2,3.9445484127,0.2097053289,2.6,ok
1.6,0.3,3.9418030486,0.2085859866,2.6,ok
1.6,0.4,3.9406156414,0.2079866474,2.5,ok
1.6,0.5,3.9408001523,0.2069439217,2.5,ok
1.6,0.6,3.9395523624,0.2063998839,2.5,ok
1.6,0.7,3.9385426700,0.2056903581,2.5,ok
1.6,0.8,3.9377264079,0.2040218209,2.5,ok
1.6,0.9,3.9370257495,0.2035394977,2.5,ok
1.6,1.0,3.9362578546,0.2029819408,2.6,ok
1.6,1.1,3.9357154911,0.2024421102,2.6,ok
1.6,1.2,3.9357052043,0.2015723556,2.6,ok
1.6,1.3,3.9356947838,0.2008726569,2.6,ok
1.6,1.4,3.9356842867,0.2005393895,2.6,ok
1.6,1.5,3.9356736176,0.2000596269,2.5,ok
1.6,1.6,3.9356629102,0.1997215346,2.5,ok
1.6,1.7,3.9356520881,0.1993484672,2.6,ok
1.6,1.8,3.9356411321,0.1990473181,2.6,ok
1.6,1.9,3.9356300806,0.1984927039,2.5,ok
1.6,2.0,3.9356189334,0.1982176097,2.6,ok
1.7,0.0,3.9549674618,0.2096418262,2.5,ok
1.7,0.1,3.9492354295,0.2096447772,2.6,ok
1.7,0.2,3.9443494256,0.2083209762,2.6,ok
1.7,0.3,3.9410001865,0.2075010311,2.6,ok
1.7,0.4,3.9401158086,0.2068185511,2.6,ok
1.7,0.5,3.9406694787,0.2060900085,2.5,ok
1.7,0.6,3.9395725327,0.2056951372,2.6,ok
1.7,0.7,3.9384765941,0.2040278821,2.6,ok
1.7,0.8,3.9376171207,0.2035419482,2.5,ok
1.7,0.9,3.9368806301,0.2030081524,2.6,ok
1.7,1.0,3.9360691963,0.2023828088,2.5,ok
1.7,1.1,3.9357052043,0.2016394161,2.6,ok
1.7,1.2,3.9356947838,0.2009818687,2.5,ok
1.7,1.3,3.9356842867,0.2003797459,2.6,ok
1.7,1.4,3.9356736176,0.2001799809,2.6,ok
1.7,1.5,3.9356629102,0.1997601225,2.5,ok
1.7,1.6,3.9356520881,0.1993365837,2.6,ok
1.7,1.7,3.9356411321,0.1990709903,2.5,ok
1.7,1.8,3.9356300806,0.1985412593,2.6,ok
1.7,1.9,3.9356189334,0.1981764792,2.6,ok
1.7,2.0,3.9356076524,0.1978989951,2.5,ok
1.8,0.0,3.9549135832,0.2088723260,2.6,ok
1.8,0.1,3.9485699770,0.2084998673,2.5,ok
1.8,0.2,3.9438367658,0.2072638917,2.6,ok
1.8,0.3,3.9403489970,0.2063647122,2.6,ok
1.8,0.4,3.9396452604,0.2056697710,2.6,ok
1.8,0.5,3.9403741760,0.2054437010,2.5,ok
1.8,0.6,3.9395811935,0.2041298160,2.4,ok
1.8,0.7,3.9384065795,0.2038283737,2.5,ok
1.8,0.8,3.9375049653,0.2030513282,2.5,ok
1.8,0.9,3.9367323746,0.2023866645,2.6,ok
1.8,1.0,3.9358772677,0.2016702254,2.5,ok
1.8,1.1,3.9356947838,0.2010239834,2.6,ok
1.8,1.2,3.9356842867,0.2004983992,2.7,ok
1.8,1.3,3.9356736176,0.1999572333,2.6,ok
1.8,1.4,3.9356629102,0.1995785494,2.4,ok
1.8,1.5,3.9356520881,0.1993057834,2.6,ok
1.8,1.6,3.9356411321,0.1989730223,2.6,ok
1.8,1.7,3.9356300806,0.1985544480,2.6,ok
1.8,1.8,3.9356189334,0.1981051459,2.6,ok
1.8,1.9,3.9356076524,0.1978576807,2.6,ok
1.8,2.0,3.9355963332,0.1976472976,2.6,ok
1.9,0.0,3.9564867590,0.2077961356,2.6,ok
1.9,0.1,3.9481304021,0.2074279683,2.5,ok
1.9,0.2,3.9433415546,0.2064297101,2.6,ok
1.9,0.3,3.9400519717,0.2057098044,2.6,ok
1.9,0.4,3.9392397693,0.2048911007,2.6,ok
1.9,0.5,3.9399886700,0.2044126123,2.6,ok
1.9,0.6,3.9395778286,0.2037018569,2.5,ok
1.9,0.7,3.9383330468,0.2029287660,2.6,ok
1.9,0.8,3.9373927714,0.2023739639,2.5,ok
1.9,0.9,3.9365809830,0.2016245006,2.5,ok
1.9,1.0,3.9356947838,0.2010638885,2.6,ok
1.9,1.1,3.9356842867,0.2005426349,2.6,ok
1.9,1.2,3.9356736176,0.2001153166,2.6,ok
1.9,1.3,3.9356629102,0.1995769341,2.5,ok
1.9,1.4,3.9356520881,0.1993432405,2.5,ok
1.9,1.5,3.9356411321,0.1990276757,2.5,ok
1.9,1.6,3.9356300806,0.1985743793,2.5,ok
1.9,1.7,3.9356189334,0.1982714820,2.5,ok
1.9,1.8,3.9356076524,0.1979085481,2.5,ok
1.9,1.9,3.9355963332,0.1976552216,2.6,ok
1.9,2.0,3.9355848610,0.1975166459,2.5,ok
2.0,0.0,3.9576738121,0.2068604092,2.6,ok
2.0,0.1,3.9479225030,0.2064550275,2.6,ok
2.0,0.2,3.9428737910,0.2056107440,2.5,ok
2.0,0.3,3.9394998622,0.2046210690,2.5,ok
2.0,0.4,3.9389395825,0.2042410953,2.5,ok
2.0,0.5,3.9395113143,0.2034752612,2.6,ok
2.0,0.6,3.9395630306,0.2031007973,2.5,ok
2.0,0.7,3.9382556902,0.2024578663,2.6,ok
2.0,0.8,3.9372815332,0.2017200621,2.5,ok
2.0,0.9,3.9364266655,0.2010695874,2.6,ok
2.0,1.0,3.9356842867,0.2006576170,2.6,ok
2.0,1.1,3.9356736176,0.2002360553,2.6,ok
2.0,1.2,3.9356629102,0.1996375874,2.5,ok
2.0,1.3,3.9356520881,0.1993351416,2.5,ok
2.0,1.4,3.9356411321,0.1990333003,2.5,ok
2.0,1.5,3.9356300806,0.1986252002,2.6,ok
2.0,1.6,3.9356189334,0.1981414095,2.6,ok
2.0,1.7,3.9356076524,0.1979380204,2.5,ok
2.0,1.8,3.9355963332,0.1977286449,2.5,ok
2.0,1.9,3.9355848610,0.1975166459,2.5,ok
2.0,2.0,3.9355732931,0.1975949792,2.6,ok
